artist_id,artist_type
0c502791-4ee9-4c5f-9696-0602b721ff3b,Group
6b335658-22c8-485d-93de-0bc29a1d0349,Group
8f92558c-2baa-4758-8c38-615519e9deda,Group
614e3804-7d34-41ba-857f-811bad7c2b7a,Group
1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,Group
191de76f-a224-445d-b041-54df16d65bf7,Group
7249b899-8db8-43e7-9e6e-22f1e736024e,Group
d4305549-6b4e-4a57-b24d-8af0743fe191,Group
9e0e2b01-41db-4008-bd8b-988977d6019a,Group
40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,Group
774666d2-2064-4d6c-856c-f8cda0aaf9f0,Group
88f219d8-4140-4191-af4b-de81c7c587c4,Group
f1106b17-dcbb-45f6-b938-199ccfab50cc,Group
43b58c98-3779-4b04-9a23-1c95cca3a145,Group
f41490ce-fe39-435d-86c0-ab5ce098b423,Group
70248960-cb53-4ea4-943a-edb18f7d336f,Person
d6652e7b-33fe-49ef-8336-4c863b4f996f,Group
01809552-4f87-45b0-afff-2c6f0730a3be,Person
83b9cbe7-9857-49e2-ab8e-b57b01038103,Group
6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,Group
e01646f2-2a04-450d-8bf2-0d993082e058,Group
72c536dc-7137-4477-a521-567eeb840fa8,Person
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Group
ba0d6274-db14-4ef5-b28d-657ebde1a396,Group
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Group
ebfc1398-8d96-47e3-82c3-f782abcdb13d,Group
d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Person
070d193a-845c-479f-980e-bef15710653e,Person
eea8a864-fcda-4602-9569-38ab446decd6,Person
e1f1e33e-2e4c-4d43-b91b-7064068d3283,Group
54799c0e-eb45-4eea-996d-c4d71a63c499,Person
e20747e7-55a4-452e-8766-7b985585082d,Person
d59c4cda-11d9-48db-8bfe-b557ee602aed,Person
9e53f84d-ef44-4c16-9677-5fd4d78cbd7d,Group
561d854a-6a28-4aa7-8c99-323e6ce46c2a,Person
ea4dfa26-f633-4da6-a52a-f49ea4897b58,Group
06fb1c8b-566e-4cb2-985b-b467c90781d4,Person
b59ac58d-036e-4bba-8112-c32a34c4575b,Person
20244d07-534f-4eff-b4d4-930878889970,Person
0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5,Person
9a3bf45c-347d-4630-894d-7cf3e8e0b632,Group
9efff43b-3b29-4082-824e-bc82f646f93d,Group
07e748f1-075e-428d-85dc-ce3be434e906,Group
b0122194-c49a-46a1-ade7-84d1d76bd8e9,Person
3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Group
b7ffd2af-418f-4be2-bdd1-22f8b48613da,Group
2ce02909-598b-44ef-a456-151ba0a3bd70,Person
592a3b6d-c42b-4567-99c9-ecf63bd66499,Person
eeb1195b-f213-4ce1-b28c-8565211f8e43,Group
67f66c07-6e61-4026-ade5-7e782fad3a5d,Group
668fd73c-bf54-4310-a139-305517f05311,Person
5dcdb5eb-cb72-4e6e-9e63-b7bace604965,Group
5dfdca28-9ddc-4853-933c-8bc97d87beec,Group
091ec508-877f-4e3c-92a3-10903bbbc7ad,Group
c0b2500e-0cef-4130-869d-732b23ed9df5,Person
f86f1f07-d182-45ce-ae93-ef610880ca72,Person
dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,Person
8bfac288-ccc5-448d-9573-c33ea2aa5c30,Group
b2cc8903-0077-4bef-8454-ac5cef53d126,Group
b6b2bb8d-54a9-491f-9607-7b546023b433,Group
5e6c760b-42e0-4df4-a221-0269355da00a,Person
b925a474-d245-4217-bc13-2e153d82bebb,Group
4580d83b-093e-4241-91fb-2dd71f5f1f3f,Group
f27ec8db-af05-4f36-916e-3d57f91ecf5e,Person
79239441-bfd5-4981-a70c-55c3f15c1287,Person
