product_id,segment,week,price,units,competitor_price,promo,holiday,traffic
1,grocery,28,68.3801,5,22.4794,0,0,457.124
1,grocery,29,19.4602,197,25.2827,1,0,637.387
1,grocery,30,20.955,80,20.4765,0,0,566.196
1,grocery,31,21.0655,85,23.4877,0,0,485.142
1,grocery,32,18.9011,143,21.7896,1,0,530.33
1,grocery,33,23.0544,65,25.5063,0,0,452.778
1,grocery,34,19.6777,76,20.6368,0,0,457.987
1,grocery,35,19.1006,71,19.9669,0,0,426.197
1,grocery,36,17.2357,219,25.0243,1,0,611.096
1,grocery,37,21.022,86,18.3285,0,0,732.618
1,grocery,38,21.3817,77,21.8141,0,0,520.782
1,grocery,39,27.9012,106,20.4046,0,1,707.689
1,grocery,40,19.5629,87,20.3774,0,0,418.401
1,grocery,41,18.0673,345,23.7436,0,0,1935.517
1,grocery,42,19.9112,97,22.1519,0,0,682.249
1,grocery,43,20.7481,125,20.315,1,0,566.108
1,grocery,44,20.9793,113,21.8597,0,0,698.553
1,grocery,45,26.6056,43,22.2408,0,0,586.754
1,grocery,46,23.2406,278,22.3848,0,0,3119.373
1,grocery,47,19.5857,74,23.3658,0,0,488.348
1,grocery,48,23.2318,87,21.8402,0,0,723.189
1,grocery,49,21.982,67,22.3038,0,0,640.278
1,grocery,50,23.6061,53,21.9613,0,0,579.27
1,grocery,51,24.2984,67,24.8914,0,0,520.932
1,grocery,52,20.8141,144,24.8921,0,1,752.887
1,grocery,53,46.8084,32,21.7485,1,0,575.93
1,grocery,54,23.5709,96,23.1539,0,0,806.046
1,grocery,55,25.5732,55,19.2063,0,0,633.433
1,grocery,56,23.0301,60,24.4048,0,0,408.537
1,grocery,57,14.7713,206,17.8754,1,0,571.064
1,grocery,58,23.9576,52,21.3341,0,0,624.869
1,grocery,59,21.7536,62,24.4068,0,0,539.933
2,grocery,0,18.9242,97,14.633,0,1,792.071
2,grocery,1,13.2223,125,12.1408,0,0,633.512
2,grocery,2,10.2971,180,13.9408,1,0,441.089
2,grocery,3,13.8127,111,15.247,0,0,593.795
2,grocery,4,14.3739,101,15.3824,0,0,678.787
2,grocery,5,14.6367,82,13.4255,0,0,609.933
2,grocery,6,15.2149,90,14.356,0,0,540.218
2,grocery,7,13.5688,86,12.1228,0,0,670.471
2,grocery,8,14.1206,117,18.2049,0,0,535.689
2,grocery,9,15.422,68,16.1624,0,0,624.046
2,grocery,10,14.7507,59,16.2687,0,0,522.556
2,grocery,11,13.6878,140,21.4094,0,0,673.907
2,grocery,12,11.2458,214,15.1042,1,0,560.783
2,grocery,13,13.1872,352,16.8326,1,1,884.827
2,grocery,14,14.2154,79,15.9083,0,0,535.5
2,grocery,15,17.7602,55,12.0618,0,0,536.924
2,grocery,16,13.8598,121,19.6129,0,0,628.467
2,grocery,17,18.0367,59,16.5322,0,0,657.253
2,grocery,18,20.0224,40,13.2698,0,0,527.342
2,grocery,19,15.085,61,13.0119,0,0,521.431
2,grocery,20,15.8933,57,14.7544,0,0,577.057
2,grocery,21,15.3171,49,15.1474,0,0,530.746
2,grocery,22,16.8917,55,14.9271,0,0,688.219
2,grocery,23,11.6774,206,13.4471,1,0,618.267
2,grocery,24,15.8109,76,17.842,0,0,591.971
2,grocery,25,15.3316,86,19.5495,0,0,596.244
2,grocery,26,13.5393,298,13.2015,1,1,925.213
2,grocery,27,16.3007,66,18.2582,0,0,718.653
2,grocery,28,15.6372,80,15.1314,0,0,686.905
2,grocery,29,17.6194,37,11.7968,0,0,541.405
2,grocery,30,15.0934,92,20.2087,0,0,559.918
2,grocery,31,17.1465,58,14.1823,0,0,615.414
2,grocery,32,21.0141,47,18.7061,0,0,594.461
2,grocery,33,12.2795,152,14.8534,1,0,646.747
2,grocery,34,18.4382,42,13.2564,0,0,502.008
2,grocery,35,12.5993,180,17.87,1,0,590.017
2,grocery,36,15.7917,62,12.9163,0,0,622.834
2,grocery,37,17.1166,48,18.0941,0,0,547.322
2,grocery,38,12.2288,162,13.3729,1,0,742.616
2,grocery,39,17.0212,87,16.9082,0,1,723.591
2,grocery,40,12.9793,120,16.5961,1,0,534.474
2,grocery,41,13.9594,59,12.6853,0,0,489.501
2,grocery,42,13.6399,88,17.677,0,0,579.978
2,grocery,43,13.8884,63,16.4344,0,0,487.725
2,grocery,44,16.8605,48,12.7915,0,0,571.747
2,grocery,45,12.7263,98,13.839,0,0,691.631
2,grocery,46,16.8678,74,11.7051,0,0,915.84
2,grocery,47,18.5735,51,15.8031,0,0,500.265
2,grocery,48,14.348,90,15.6375,0,0,800.403
2,grocery,49,15.3185,63,13.6501,0,0,574.592
2,grocery,50,14.1229,127,18.8652,0,0,853.95
2,grocery,51,17.0004,71,17.4426,0,0,625.878
2,grocery,52,13.3381,117,13.3574,0,1,820.798
2,grocery,53,14.6058,70,17.3281,0,0,773.914
2,grocery,54,18.4062,59,11.3488,0,0,891.698
2,grocery,55,16.0061,42,14.5993,0,0,642.715
2,grocery,56,14.749,42,12.5886,0,0,496.477
2,grocery,57,14.2719,74,14.8952,0,0,556.909
2,grocery,58,16.297,91,17.9241,0,0,892.299
2,grocery,59,14.4701,56,15.1093,0,0,561.963
3,grocery,0,31.821,45,28.5204,0,1,1015.988
3,grocery,1,30.6475,24,34.2605,0,0,589.354
3,grocery,2,28.957,36,31.0625,0,0,524.232
3,grocery,3,21.8374,91,30.9079,1,0,503.413
3,grocery,4,30.5171,36,34.7883,0,0,543.229
3,grocery,5,22.2993,98,35.5571,1,0,566.679
3,grocery,6,73.9679,3,27.8164,0,0,826.173
3,grocery,7,26.8357,55,34.1969,0,0,753.476
3,grocery,8,26.879,62,36.8123,1,0,547.375
3,grocery,9,27.4321,33,23.9019,0,0,533.151
3,grocery,10,31.4132,42,38.2061,0,0,722.376
3,grocery,11,29.6049,124,23.0543,0,0,3154.521
3,grocery,12,22.2699,77,31.7682,1,0,540.298
3,grocery,13,32.8113,53,28.3268,0,1,944.02
3,grocery,14,26.285,39,26.4976,0,0,682.63
3,grocery,15,29.7797,28,30.5708,0,0,590.887
3,grocery,16,24.0708,76,28.6389,1,0,772.912
3,grocery,17,28.206,32,27.4634,0,0,635.702
3,grocery,18,31.2181,30,28.939,0,0,644.986
3,grocery,19,25.8765,45,30.4265,0,0,666.079
3,grocery,20,33.0662,31,35.2772,0,0,739.643
3,grocery,21,25.828,31,28.2584,0,0,603.231
3,grocery,22,20.6285,73,25.577,1,0,530.554
3,grocery,23,26.6021,50,26.3104,0,0,697.179
3,grocery,24,30.3982,35,30.6168,0,0,763.171
3,grocery,25,33.932,25,29.6916,0,0,567.562
3,grocery,26,22.8196,108,22.5483,1,1,898.347
3,grocery,27,31.4242,26,32.6225,0,0,494.305
3,grocery,28,27.6215,26,26.5982,0,0,586.203
3,grocery,29,27.3859,39,33.8208,0,0,769.568
3,grocery,30,19.1892,111,33.0549,1,0,589.211
3,grocery,31,26.0163,33,34.6574,0,0,605.216
3,grocery,32,28.2887,35,30.4471,0,0,662.502
3,grocery,33,32.141,21,33.2497,0,0,600.123
3,grocery,34,24.4172,53,28.324,1,0,528.411
3,grocery,35,19.5809,92,31.8737,1,0,644.436
3,grocery,36,29.9769,27,27.8201,0,0,758.077
3,grocery,37,35.5178,28,29.7732,0,0,912.217
3,grocery,38,24.67,45,27.4313,1,0,593.113
3,grocery,39,23.9568,61,27.9933,0,1,875.726
3,grocery,40,26.105,29,26.1743,0,0,657.997
3,grocery,41,26.362,38,30.4959,0,0,771.366
3,grocery,42,30.9011,25,30.2169,0,0,674.153
3,grocery,43,32.4265,31,28.5266,0,0,883.956
3,grocery,44,32.2626,34,30.6536,0,0,720.75
3,grocery,45,26.5298,22,28.4692,0,0,459.788
3,grocery,46,32.5282,19,27.6031,0,0,736.121
3,grocery,47,28.9354,17,30.6121,0,0,569.831
3,grocery,48,27.6427,38,34.4644,0,0,697.194
3,grocery,49,30.288,26,34.8021,0,0,649.84
3,grocery,50,35.2388,23,29.1792,0,0,748.601
3,grocery,51,29.7899,19,28.1787,0,0,588.103
3,grocery,52,24.2245,58,27.9455,0,1,982.302
3,grocery,53,30.4918,21,24.3853,0,0,712.607
3,grocery,54,26.3432,45,35.3788,0,0,806.254
3,grocery,55,25.079,30,25.1993,0,0,543.491
3,grocery,56,31.873,19,29.5396,0,0,575.8
3,grocery,57,31.5569,22,36.596,0,0,800.646
3,grocery,58,29.8308,18,29.7297,0,0,476.079
3,grocery,59,28.3287,23,28.8064,0,0,570.313
4,grocery,0,13.8549,106,13.3364,0,1,555.766
4,grocery,1,11.7077,81,15.689,0,0,495.157
4,grocery,2,13.9554,57,11.615,0,0,440.983
4,grocery,3,13.07,60,15.3756,0,0,391.994
4,grocery,4,14.0957,55,12.7349,0,0,405.8
4,grocery,5,14.6461,67,13.9211,0,0,505.847
4,grocery,6,13.0583,53,13.3651,0,0,342.79
4,grocery,7,9.4591,163,17.467,1,0,313.128
4,grocery,8,15.487,31,12.4743,0,0,366.169
4,grocery,9,17.2074,27,10.7059,0,0,375.795
4,grocery,10,14.807,53,13.8483,0,0,447.568
4,grocery,11,12.7324,73,11.8163,0,0,456.497
4,grocery,12,14.36,47,13.051,0,0,396.666
4,grocery,13,11.7544,158,9.9521,1,1,539.348
4,grocery,14,10.5437,140,14.5538,1,0,421.825
4,grocery,15,14.3459,43,15.2006,0,0,332.66
4,grocery,16,12.2628,59,15.0135,0,0,416.402
4,grocery,17,14.7628,46,11.1092,0,0,464.157
4,grocery,18,14.6607,48,16.5692,0,0,398.895
4,grocery,19,13.2145,36,13.66,0,0,309.74
4,grocery,20,11.8611,68,11.397,0,0,427.008
4,grocery,21,15.2291,31,12.18,0,0,310.989
4,grocery,22,12.4978,39,13.5692,0,0,345.261
4,grocery,23,9.876,166,15.5035,1,0,391.826
4,grocery,24,17.5242,29,15.7587,0,0,310.03
4,grocery,25,13.158,41,12.6706,0,0,375.55
4,grocery,26,12.9846,73,12.0683,0,1,457.962
4,grocery,27,12.9879,57,15.8557,0,0,334.035
4,grocery,28,15.0402,40,12.2997,0,0,457.185
4,grocery,29,9.4813,158,12.4622,1,0,476.163
4,grocery,30,13.8466,25,12.2558,0,0,330.107
4,grocery,31,10.1934,129,13.9451,1,0,366.083
4,grocery,32,11.2798,85,16.2827,1,0,297.067
4,grocery,33,9.9418,118,14.2552,1,0,321.486
4,grocery,34,12.9648,27,13.5938,0,0,339.502
4,grocery,35,14.0039,37,8.9928,0,0,388.321
4,grocery,36,10.327,96,13.0097,1,0,333.393
4,grocery,37,36.3233,13,15.409,0,0,396.971
4,grocery,38,14.5114,24,12.1236,0,0,308.48
4,grocery,39,18.5164,48,12.9956,0,1,470.422
4,grocery,40,15.3718,32,14.9746,0,0,395.421
4,grocery,41,12.1448,55,14.053,0,0,465.186
4,grocery,42,14.0671,38,14.8522,0,0,360.929
4,grocery,43,10.0143,106,13.5066,1,0,400.271
4,grocery,44,14.9344,33,11.439,0,0,332.355
4,grocery,45,13.6236,50,13.2513,0,0,400.898
4,grocery,46,13.3303,50,14.2374,0,0,403.287
4,grocery,47,11.0489,95,13.4564,1,0,402.791
4,grocery,48,16.0262,23,12.7108,0,0,370.603
4,grocery,49,12.1866,65,15.315,0,0,514.545
4,grocery,50,16.4798,25,13.7578,0,0,398.088
4,grocery,51,11.3066,41,10.9422,0,0,386.875
4,grocery,52,16.8259,50,15.8023,0,1,572.783
4,grocery,53,12.8467,38,13.7898,0,0,308.01
4,grocery,54,8.6637,155,13.0541,1,0,384.824
4,grocery,55,13.311,43,14.7168,0,0,453.169
4,grocery,56,15.4451,37,14.5976,0,0,436.774
4,grocery,57,15.9513,21,12.1244,0,0,371.732
4,grocery,58,11.9279,63,13.3019,0,0,510.517
4,grocery,59,13.3845,51,14.6871,0,0,492.212
5,grocery,0,28.1678,168,29.1019,0,1,631.906
5,grocery,1,27.6451,71,22.7178,0,0,452.11
5,grocery,2,28.0743,79,23.4645,0,0,504.285
5,grocery,3,23.3736,146,24.3744,0,0,541.73
5,grocery,4,25.185,114,25.7844,0,0,465.215
5,grocery,5,26.0415,116,31.9936,0,0,468.737
5,grocery,6,20.6373,210,27.5163,1,0,407.172
5,grocery,7,29.5379,85,29.4136,0,0,564.327
5,grocery,8,27.7904,82,27.9086,0,0,474.109
5,grocery,9,22.9676,125,28.7542,0,0,536.331
5,grocery,10,29.5426,68,27.9379,0,0,444.769
5,grocery,11,23.9174,103,26.8366,0,0,458.206
5,grocery,12,27.4943,47,23.1372,0,0,388.655
5,grocery,13,18.366,400,24.1456,1,1,545.919
5,grocery,14,32.0336,51,30.9292,0,0,417.707
5,grocery,15,27.3354,94,24.6062,0,0,613.8
5,grocery,16,28.1086,80,23.2268,0,0,526.041
5,grocery,17,29.4092,64,22.0093,0,0,525.386
5,grocery,18,28.7277,53,24.74,0,0,415.434
5,grocery,19,18.1349,1216,22.6963,1,0,3023.476
5,grocery,20,23.1391,114,30.8466,0,0,471.83
5,grocery,21,28.8022,92,25.1954,0,0,561.99
5,grocery,22,27.9919,85,33.5762,0,0,446.378
5,grocery,23,23.3703,76,28.988,0,0,402.516
5,grocery,24,28.3618,79,32.4534,0,0,530.141
5,grocery,25,28.2211,48,23.3313,0,0,450.264
5,grocery,26,28.2404,117,27.4407,0,1,586.526
5,grocery,27,26.0006,79,23.3902,0,0,480.019
5,grocery,28,24.1331,89,33.4973,0,0,440.378
5,grocery,29,32.6915,48,25.9228,0,0,470.747
5,grocery,30,24.861,114,29.3928,0,0,541.538
5,grocery,31,27.314,57,22.0829,0,0,437.747
5,grocery,32,29.5022,61,24.3082,0,0,483.075
5,grocery,33,31.2435,34,19.5675,0,0,392.025
5,grocery,34,24.9168,74,23.8111,0,0,483.879
5,grocery,35,24.1886,85,21.9374,0,0,436.723
5,grocery,36,23.3718,92,26.5124,0,0,471.823
5,grocery,37,26.712,81,22.8916,0,0,544.62
5,grocery,38,25.7502,85,30.0403,0,0,513.009
5,grocery,39,18.4431,443,27.5615,1,1,683.289
5,grocery,40,21.3178,99,21.28,0,0,539.728
5,grocery,41,28.4113,75,27.8995,0,0,556.158
5,grocery,42,76.136,12,28.0431,0,0,451.484
5,grocery,43,24.935,91,21.923,0,0,719.527
5,grocery,44,26.1387,85,23.9965,0,0,550.195
5,grocery,45,72.6669,18,30.7319,0,0,512.853
5,grocery,46,26.9303,60,30.0036,0,0,438.419
5,grocery,47,25.4076,88,28.6437,0,0,560.9
5,grocery,48,20.8377,236,31.855,1,0,561.418
5,grocery,49,26.1121,85,25.5099,0,0,467.27
5,grocery,50,25.247,84,29.1605,0,0,482.309
5,grocery,51,26.6779,76,28.4715,0,0,532.854
5,grocery,52,23.4638,159,28.424,0,1,787.963
5,grocery,53,27.4076,70,27.8645,0,0,461.534
5,grocery,54,19.9472,209,27.6531,1,0,533.278
5,grocery,55,64.6251,10,22.4438,0,0,453.231
5,grocery,56,23.8935,54,24.3209,0,0,411.02
5,grocery,57,26.6643,83,26.987,0,0,557.393
5,grocery,58,25.9306,57,25.2045,0,0,455.251
5,grocery,59,26.7875,88,29.1583,0,0,641.11
100,apparel,0,16.6151,63,15.2671,0,1,301.75
100,apparel,1,14.3973,196,15.1139,0,0,1135.722
100,apparel,2,20.2615,19,16.6653,0,0,235.004
100,apparel,3,20.3547,21,16.6856,0,0,236.454
100,apparel,4,17.9414,30,15.3197,0,0,231.359
100,apparel,5,12.4119,177,16.383,1,0,355.445
100,apparel,6,16.2794,34,17.5121,0,0,226.125
100,apparel,7,17.7754,34,16.812,0,0,209.097
100,apparel,8,17.7232,41,18.6619,0,0,259.694
100,apparel,9,17.7513,16,15.6936,0,0,221.205
100,apparel,10,12.6871,98,14.1422,1,0,197.454
100,apparel,11,16.0371,49,19.3292,0,0,232.817
100,apparel,12,16.1336,41,14.7545,0,0,223.513
100,apparel,13,17.0763,42,15.7262,0,1,296.752
100,apparel,14,14.9591,58,17.445,0,0,279.468
100,apparel,15,36.8938,7,14.6891,0,0,236.394
100,apparel,16,17.5691,19,16.1001,0,0,178.078
100,apparel,17,19.5307,21,18.2776,0,0,227.911
100,apparel,18,17.3682,24,16.3569,0,0,211.881
100,apparel,19,21.2494,6,18.7644,0,0,241.757
100,apparel,20,17.5855,42,19.2083,0,0,251.947
100,apparel,21,16.3906,126,15.8706,0,0,1000.19
100,apparel,22,17.6477,34,14.749,0,0,266.419
100,apparel,23,12.7392,120,19.0215,1,0,227.276
100,apparel,24,17.6382,22,17.4751,0,0,191.28
100,apparel,25,15.7969,47,15.9032,0,0,276.237
100,apparel,26,15.0577,87,17.055,0,1,305.777
100,apparel,27,15.38,32,19.6086,0,0,231.64
100,apparel,28,19.3138,14,17.9361,0,0,200.397
100,apparel,29,18.6428,24,17.0846,0,0,188.525
100,apparel,30,17.3632,20,12.9884,0,0,196.112
100,apparel,31,15.9037,24,14.736,0,0,191.84
100,apparel,32,16.3957,40,15.8722,0,0,255.951
100,apparel,33,16.2538,37,16.5167,0,0,225.985
100,apparel,34,16.8555,20,14.5566,0,0,228.166
100,apparel,35,16.3733,30,14.5422,0,0,216.817
100,apparel,36,17.0,35,18.9383,0,0,256.297
100,apparel,37,16.9022,26,16.7287,0,0,194.525
100,apparel,38,12.1134,392,17.4199,1,0,931.234
100,apparel,39,17.4423,43,18.8555,0,1,307.44
100,apparel,40,38.3249,4,12.9754,0,0,231.093
100,apparel,41,14.5343,25,15.5043,0,0,168.072
100,apparel,42,15.9462,30,15.7878,0,0,231.804
100,apparel,43,15.3308,22,14.4681,0,0,191.979
100,apparel,44,14.7813,35,17.4149,0,0,281.121
100,apparel,45,19.1174,14,18.9211,0,0,218.729
100,apparel,46,13.3515,54,20.4639,0,0,208.359
100,apparel,47,15.7597,25,15.6536,0,0,231.468
100,apparel,48,17.163,21,17.6327,0,0,233.989
100,apparel,49,19.7826,14,16.4527,0,0,206.889
100,apparel,50,13.7656,42,18.1363,0,0,248.358
100,apparel,51,15.5845,28,14.8115,0,0,168.002
100,apparel,52,15.517,61,15.7771,0,1,337.71
100,apparel,53,16.0329,21,20.3073,0,0,208.345
100,apparel,54,15.8282,27,17.1163,0,0,240.57
100,apparel,55,14.206,50,20.8956,0,0,221.871
100,apparel,56,17.1085,20,18.7985,0,0,173.633
100,apparel,57,14.7132,25,16.7355,0,0,193.682
100,apparel,58,13.3851,42,16.8632,0,0,211.737
100,apparel,59,16.7389,35,15.3476,0,0,225.637
101,apparel,0,8.1656,1018,8.3471,1,1,1073.792
101,apparel,1,9.8555,272,10.007,0,0,924.828
101,apparel,2,9.6102,210,11.1289,0,0,610.09
101,apparel,3,9.8472,244,9.6768,0,0,916.824
101,apparel,4,9.349,326,10.3259,0,0,889.176
101,apparel,5,9.5648,229,8.2568,0,0,767.305
101,apparel,6,9.9883,171,9.1525,0,0,735.301
101,apparel,7,9.4481,227,9.1459,0,0,853.778
101,apparel,8,8.638,309,11.2296,0,0,812.209
101,apparel,9,9.883,221,9.1022,0,0,903.158
101,apparel,10,10.3878,177,7.1297,0,0,947.802
101,apparel,11,9.0123,319,8.8736,0,0,1141.34
101,apparel,12,8.5464,384,9.5374,0,0,1045.094
101,apparel,13,12.1652,226,10.7232,0,1,1129.724
101,apparel,14,10.6425,148,10.5566,0,0,695.79
101,apparel,15,8.7708,357,11.0558,0,0,900.706
101,apparel,16,10.8158,191,8.6229,0,0,992.788
101,apparel,17,11.7449,125,10.8277,0,0,728.682
101,apparel,18,12.4367,145,10.1079,0,0,972.474
101,apparel,19,8.8621,291,8.3202,0,0,985.711
101,apparel,20,9.4932,220,8.9562,0,0,844.708
101,apparel,21,6.6228,784,8.9666,1,0,719.39
101,apparel,22,8.4443,270,11.1079,0,0,621.429
101,apparel,23,11.0555,104,8.6825,0,0,555.293
101,apparel,24,6.4421,1196,11.2343,1,0,949.707
101,apparel,25,8.816,267,10.14,0,0,883.347
101,apparel,26,9.2532,425,11.0765,0,1,1119.097
101,apparel,27,9.2872,231,10.5463,0,0,771.986
101,apparel,28,10.2406,197,11.1823,0,0,767.132
101,apparel,29,11.341,137,7.7144,0,0,1052.233
101,apparel,30,10.4051,171,11.2392,0,0,772.452
101,apparel,31,8.1935,329,10.5236,0,0,826.196
101,apparel,32,10.7073,109,9.0351,0,0,866.244
101,apparel,33,10.0694,168,9.3634,0,0,841.492
101,apparel,34,11.1189,125,9.9278,0,0,764.267
101,apparel,35,8.9403,162,8.7367,0,0,651.388
101,apparel,36,11.0762,161,9.2853,0,0,1020.653
101,apparel,37,9.1191,222,10.6137,0,0,790.85
101,apparel,38,11.199,157,9.5087,0,0,877.139
101,apparel,39,8.9565,465,12.2961,0,1,1185.01
101,apparel,40,9.7245,254,10.8985,0,0,1101.43
101,apparel,41,10.7249,115,10.2045,0,0,652.955
101,apparel,42,10.0529,126,9.314,0,0,689.01
101,apparel,43,9.3827,153,8.7792,0,0,638.228
101,apparel,44,9.0895,239,9.0906,0,0,1045.776
101,apparel,45,10.0642,167,8.2927,0,0,959.613
101,apparel,46,9.923,183,9.0961,0,0,981.378
101,apparel,47,9.096,241,11.0707,0,0,860.98
101,apparel,48,11.41,87,9.5806,0,0,579.341
101,apparel,49,8.8005,948,8.6816,0,0,4289.464
101,apparel,50,11.6121,91,9.7529,0,0,678.189
101,apparel,51,29.7638,9,10.4732,0,0,735.563
101,apparel,52,10.9516,208,10.0658,0,1,1057.621
101,apparel,53,8.9352,641,9.319,0,0,2956.563
101,apparel,54,7.2519,583,9.4993,1,0,836.746
101,apparel,55,9.7729,116,8.0961,0,0,661.427
101,apparel,56,11.2357,92,9.8414,0,0,716.368
101,apparel,57,9.8691,147,10.6403,0,0,862.783
101,apparel,58,10.3615,139,9.6079,0,0,785.682
101,apparel,59,6.5921,994,12.2401,1,0,961.979
102,apparel,0,17.8775,1256,23.6084,1,1,474.786
102,apparel,1,20.0016,425,19.3408,0,0,512.274
102,apparel,2,22.4196,225,18.384,0,0,418.806
102,apparel,3,19.981,657,23.2468,1,0,458.516
102,apparel,4,28.1498,192,22.9138,0,0,580.738
102,apparel,5,23.3372,350,26.8281,0,0,577.135
102,apparel,6,19.57,433,23.698,0,0,474.603
102,apparel,7,15.0206,1367,19.621,1,0,527.688
102,apparel,8,89.1567,8,22.9261,0,0,508.312
102,apparel,9,21.8688,261,25.042,0,0,431.189
102,apparel,10,20.9242,1327,24.5923,0,0,1914.752
102,apparel,11,24.3539,155,17.4353,0,0,373.073
102,apparel,12,17.5549,657,18.7094,1,0,381.245
102,apparel,13,22.8509,515,21.7784,0,1,732.211
102,apparel,14,18.2363,594,20.8939,1,0,369.655
102,apparel,15,27.6814,169,24.2645,0,0,421.763
102,apparel,16,20.6383,298,23.0835,0,0,428.922
102,apparel,17,21.3964,290,23.1977,0,0,435.735
102,apparel,18,17.8034,370,16.8362,0,0,402.817
