id,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
94,22.2,27.2,0.0,580.0,0.0045022827427646,0
95,22.1,27.15,0.0,578.0,0.0044664535814123,0
96,22.1,27.2,0.0,576.5,0.0044747382697237,0
97,22.1,27.2,0.0,580.0,0.0044747382697237,0
98,22.1,27.2,0.0,572.5,0.0044747382697237,0
99,22.1,27.2,0.0,567.0,0.0044747382697237,0
100,22.1,27.2,0.0,568.0,0.0044747382697237,0
101,22.1,27.2,0.0,574.5,0.0044747382697237,0
102,22.1,27.2,0.0,564.333333333333,0.0044747382697237,0
103,22.1,27.2,0.0,563.0,0.0044747382697237,0
104,22.1,27.15,0.0,564.5,0.0044664535814123,0
105,22.0666666666667,27.1666666666667,0.0,566.333333333333,0.0044600780916704,0
106,22.1,27.1,0.0,562.0,0.0044581691122164,0
107,22.0,27.1,0.0,565.5,0.0044308755512491,0
108,22.0,27.1,0.0,570.0,0.0044308755512491,0
109,22.05,27.15,0.0,562.0,0.0044527627463623,0
110,22.0,27.1,0.0,560.0,0.0044308755512491,0
111,22.0,27.1,0.0,558.0,0.0044308755512491,0
112,22.0,27.1,0.0,556.0,0.0044308755512491,0
113,22.0,27.1,0.0,557.0,0.0044308755512491,0
114,21.9175,27.1,0.0,556.5,0.0044084694316274,0
115,21.945,27.1,0.0,557.5,0.0044159270076148,0
116,21.9266666666667,27.1,0.0,555.0,0.0044109540549776,0
117,21.89,27.1,0.0,555.0,0.0044010229670859,0
118,21.89,27.1,0.0,553.0,0.0044010229670859,0
119,21.89,27.1,0.0,549.5,0.0044010229670859,0
120,21.89,27.1,0.0,548.5,0.0044010229670859,0
121,21.89,27.1,0.0,551.5,0.0044010229670859,0
122,21.89,27.1,0.0,548.5,0.0044010229670859,0
123,21.89,27.1,0.0,548.0,0.0044010229670859,0
124,21.89,27.1,0.0,547.5,0.0044010229670859,0
125,21.89,27.1,0.0,553.0,0.0044010229670859,0
126,21.84,27.1,0.0,547.5,0.0043875123613343,0
127,21.8566666666667,27.1,0.0,548.666666666667,0.004392011825806,0
128,21.79,27.1,0.0,540.0,0.004374038354454,0
129,21.79,27.1,0.0,538.0,0.004374038354454,0
130,21.79,27.1,0.0,542.0,0.004374038354454,0
131,21.79,27.1,0.0,542.0,0.004374038354454,0
132,21.79,27.1,0.0,538.0,0.004374038354454,0
133,21.79,27.1,0.0,537.666666666667,0.004374038354454,0
134,21.79,27.1,0.0,537.5,0.004374038354454,0
135,21.79,27.1,0.0,536.0,0.004374038354454,0
136,21.745,27.1,0.0,534.5,0.004361942969453,0
137,21.7,27.1,0.0,532.5,0.0043498770977448,0
138,21.76,27.1,0.0,530.0,0.0043659714821212,0
139,21.745,27.05,0.0,529.5,0.004353838771225,0
140,21.79,27.05,0.0,531.0,0.004365911527171,0
141,21.73,27.0,0.0,533.333333333333,0.0043417246100049,0
142,21.745,27.0,0.0,531.0,0.004345734782707,0
143,21.745,27.0,0.0,529.0,0.004345734782707,0
144,21.745,27.0,0.0,528.5,0.004345734782707,0
145,21.7,27.0,0.0,525.0,0.004333714055788,0
146,21.7,27.0,0.0,528.5,0.004333714055788,0
147,21.7,27.0,0.0,530.5,0.004333714055788,0
148,21.7,26.89,0.0,528.0,0.0043159356730849,0
149,21.7,26.89,0.0,526.0,0.0043159356730849,0
150,21.7,26.89,0.0,530.0,0.0043159356730849,0
151,21.7,26.89,0.0,533.333333333333,0.0043159356730849,0
152,21.7,26.89,0.0,529.0,0.0043159356730849,0
153,21.7,26.89,0.0,528.0,0.0043159356730849,0
154,21.7,26.89,0.0,526.0,0.0043159356730849,0
155,21.7,26.89,0.0,526.0,0.0043159356730849,0
156,21.7,26.79,0.0,521.0,0.004299774382784,0
157,21.7,26.79,0.0,518.0,0.004299774382784,0
158,21.7,26.79,0.0,515.5,0.004299774382784,0
159,21.7,26.79,0.0,520.0,0.004299774382784,0
160,21.7,26.7675,0.0,523.5,0.0042961382074072,0
161,21.7,26.79,0.0,525.5,0.004299774382784,0
162,21.7,26.79,0.0,525.5,0.004299774382784,0
163,21.7,26.79,0.0,514.0,0.004299774382784,0
164,21.7,26.7,0.0,518.0,0.0042852299346037,0
165,21.7,26.7,0.0,518.0,0.0042852299346037,0
166,21.7,26.7,0.0,520.0,0.0042852299346037,0
167,21.6,26.7,0.0,521.0,0.0042589218620879,0
168,21.6,26.6,0.0,518.0,0.0042428620368527,0
169,21.6,26.65,0.0,517.0,0.0042508918465092,0
170,21.6,26.6,0.0,511.5,0.0042428620368527,0
171,21.65,26.65,0.0,514.0,0.0042640030849451,0
172,21.6,26.55,0.0,515.5,0.0042348324331106,0
173,21.6,26.5,0.0,517.0,0.0042268030352749,0
174,21.6,26.5,0.0,515.0,0.0042268030352749,0
175,21.6,26.5,0.0,512.0,0.0042268030352749,0
176,21.6,26.5,0.0,515.0,0.0042268030352749,0
177,21.65,26.55,0.0,511.0,0.0042478938027101,0
178,21.6,26.5,0.0,514.0,0.0042268030352749,0
179,21.6,26.445,0.0,508.0,0.004217970935468,0
180,21.6,26.4725,0.0,509.75,0.00422238695423,0
181,21.6,26.445,0.0,508.75,0.004217970935468,0
182,21.6,26.445,0.0,508.5,0.004217970935468,0
183,21.6,26.39,0.0,507.0,0.0042091390847878,0
184,21.6,26.39,0.0,507.0,0.0042091390847878,0
185,21.6,26.39,0.0,503.5,0.0042091390847878,0
186,21.6,26.39,0.0,504.0,0.0042091390847878,0
187,21.6,26.39,0.0,504.0,0.0042091390847878,0
188,21.575,26.315,0.0,500.5,0.0041906371261489,0
189,21.6,26.29,0.0,500.0,0.0041930818126841,0
190,21.6,26.29,0.0,503.5,0.0041930818126841,0
191,21.55,26.245,0.0,503.0,0.0041729820221962,0
192,21.55,26.245,0.0,502.5,0.0041729820221962,0
193,21.5,26.2,0.0,502.0,0.004152962010384,0
194,21.5666666666667,26.2,0.0,502.0,0.0041700591491723,0
195,21.5,26.2,0.0,502.5,0.004152962010384,0
196,21.5,26.2,0.0,497.0,0.004152962010384,0
197,21.5,26.15,0.0,501.5,0.0041449836951418,0
198,21.5,26.15,0.0,504.0,0.0041449836951418,0
199,21.5,26.1,0.0,501.0,0.0041370055832131,0
200,21.5,26.1,0.0,493.75,0.0041370055832131,0
201,21.5,26.1,0.0,500.0,0.0041370055832131,0
202,21.5,26.1,0.0,504.5,0.0041370055832131,0
203,21.5,26.05,0.0,504.0,0.0041290276745903,0
204,21.5,26.1,0.0,501.0,0.0041370055832131,0
205,21.5,26.0,0.0,499.0,0.0041210499692655,0
206,21.5,26.0,0.0,502.0,0.0041210499692655,0
207,21.5,26.0,0.0,503.5,0.0041210499692655,0
208,21.5,26.0,0.0,500.666666666667,0.0041210499692655,0
209,21.5,26.0,0.0,493.0,0.0041210499692655,0
210,21.5,26.0,0.0,492.5,0.0041210499692655,0
211,21.5,26.0,0.0,493.0,0.0041210499692655,0
212,21.5,25.89,0.0,495.5,0.0041034997331217,0
213,21.5,26.0,0.0,492.666666666667,0.0041210499692655,0
214,21.5,26.0,0.0,490.0,0.0041210499692655,0
215,21.5,25.9266666666667,0.0,493.0,0.0041093497025164,0
216,21.5,25.89,0.0,494.666666666667,0.0041034997331217,0
217,21.5,25.89,0.0,496.0,0.0041034997331217,0
218,21.5,25.89,0.0,491.0,0.0041034997331217,0
219,21.5,25.84,0.0,490.5,0.0040955226782985,0
220,21.5,25.84,0.0,490.0,0.0040955226782985,0
221,21.5,25.89,0.0,491.0,0.0041034997331217,0
222,21.5,25.89,0.0,491.666666666667,0.0041034997331217,0
223,21.5,25.89,0.0,493.5,0.0041034997331217,0
224,21.4725,25.865,0.0,493.75,0.0040925677695015,0
225,21.5,25.84,0.0,490.0,0.0040955226782985,0
226,21.5,25.79,0.0,488.0,0.0040875458267406,0
227,21.5,25.79,0.0,490.0,0.0040875458267406,0
228,21.5,25.79,0.0,487.0,0.0040875458267406,0
229,21.445,25.745,0.0,492.5,0.0040665556071492,0
230,21.445,25.745,0.0,493.5,0.0040665556071492,0
231,21.4633333333333,25.76,0.0,493.333333333333,0.0040735423039188,0
232,21.445,25.745,0.0,488.0,0.0040665556071492,0
233,21.5,25.79,0.0,487.5,0.0040875458267406,0
234,21.4266666666667,25.73,0.0,485.333333333333,0.0040595789370638,0
235,21.39,25.7,0.0,484.0,0.0040456556277947,0
236,21.39,25.7,0.0,489.0,0.0040456556277947,0
237,21.445,25.745,0.0,488.0,0.0040665556071492,0
238,21.5,25.79,0.0,493.0,0.0040875458267406,0
239,21.39,25.7,0.0,491.0,0.0040456556277947,0
240,21.445,25.745,0.0,488.0,0.0040665556071492,0
241,21.445,25.745,0.0,487.25,0.0040665556071492,0
242,21.39,25.7,0.0,489.0,0.0040456556277947,0
243,21.5,25.79,0.0,489.0,0.0040875458267406,0
244,21.39,25.7,0.0,486.0,0.0040456556277947,0
245,21.4266666666667,25.73,0.0,484.666666666667,0.0040595789370638,0
246,21.39,25.7,0.0,485.0,0.0040456556277947,0
247,21.39,25.7,0.0,487.0,0.0040456556277947,0
248,21.39,25.7,0.0,492.0,0.0040456556277947,0
249,21.39,25.7,0.0,490.666666666667,0.0040456556277947,0
250,21.39,25.7,0.0,488.0,0.0040456556277947,0
251,21.39,25.7,0.0,485.5,0.0040456556277947,0
252,21.39,25.7,0.0,486.0,0.0040456556277947,0
253,21.39,25.7,0.0,485.5,0.0040456556277947,0
254,21.39,25.7,0.0,486.0,0.0040456556277947,0
255,21.39,25.7,0.0,480.0,0.0040456556277947,0
256,21.39,25.7,0.0,481.0,0.0040456556277947,0
257,21.39,25.7,0.0,481.666666666667,0.0040456556277947,0
258,21.39,25.7,0.0,485.5,0.0040456556277947,0
259,21.39,25.7,0.0,485.0,0.0040456556277947,0
260,21.39,25.7,0.0,473.0,0.0040456556277947,0
261,21.39,25.7,0.0,475.0,0.0040456556277947,0
262,21.39,25.7,0.0,486.0,0.0040456556277947,0
263,21.39,25.7,0.0,481.5,0.0040456556277947,0
264,21.39,25.7,0.0,483.0,0.0040456556277947,0
265,21.39,25.7,0.0,479.0,0.0040456556277947,0
266,21.39,25.7,0.0,479.0,0.0040456556277947,0
267,21.39,25.7,0.0,479.0,0.0040456556277947,0
268,21.34,25.7,0.0,479.0,0.0040331952510965,0
269,21.39,25.7,0.0,479.0,0.0040456556277947,0
270,21.39,25.7,0.0,477.0,0.0040456556277947,0
271,21.39,25.7,0.0,477.5,0.0040456556277947,0
272,21.29,25.7,0.0,477.5,0.0040207687259132,0
273,21.34,25.7,0.0,480.0,0.0040331952510965,0
274,21.29,25.7,0.0,480.0,0.0040207687259132,0
275,21.34,25.7,0.0,482.0,0.0040331952510965,0
276,21.3233333333333,25.7,0.0,480.333333333333,0.00402904931868,0
277,21.34,25.7,0.0,477.5,0.0040331952510965,0
278,21.29,25.7,0.0,476.0,0.0040207687259132,0
279,21.39,25.7,0.0,479.0,0.0040456556277947,0
280,21.39,25.7,0.0,471.0,0.0040456556277947,0
281,21.29,25.7,0.0,474.0,0.0040207687259132,0
282,21.29,25.7,0.0,477.5,0.0040207687259132,0
283,21.34,25.7,0.0,476.0,0.0040331952510965,0
284,21.29,25.7,0.0,474.25,0.0040207687259132,0
285,21.39,25.7,0.0,475.0,0.0040456556277947,0
286,21.29,25.7,0.0,476.5,0.0040207687259132,0
287,21.34,25.7,0.0,474.5,0.0040331952510965,0
288,21.29,25.7,0.0,478.0,0.0040207687259132,0
289,21.29,25.7,0.0,475.333333333333,0.0040207687259132,0
290,21.29,25.7,0.0,477.0,0.0040207687259132,0
291,21.29,25.7,0.0,475.5,0.0040207687259132,0
292,21.29,25.7,0.0,477.5,0.0040207687259132,0
293,21.29,25.7,0.0,477.5,0.0040207687259132,0
294,21.29,25.7,0.0,478.0,0.0040207687259132,0
295,21.29,25.7,0.0,473.5,0.0040207687259132,0
296,21.29,25.7,0.0,472.5,0.0040207687259132,0
297,21.29,25.7,0.0,472.0,0.0040207687259132,0
298,21.29,25.7,0.0,469.5,0.0040207687259132,0
299,21.29,25.7,0.0,466.666666666667,0.0040207687259132,0
300,21.29,25.7,0.0,467.0,0.0040207687259132,0
301,21.29,25.7,0.0,469.5,0.0040207687259132,0
302,21.2,25.6,0.0,469.0,0.0039828280977347,0
303,21.29,25.7,0.0,471.0,0.0040207687259132,0
304,21.29,25.7,0.0,469.0,0.0040207687259132,0
305,21.26,25.6666666666667,0.0,467.333333333333,0.0040080901284194,0
306,21.245,25.65,0.0,471.5,0.0040017627376905,0
307,21.23,25.6333333333333,0.0,471.666666666667,0.0039954432745418,0
308,21.29,25.7,0.0,475.0,0.0040207687259132,0
309,21.2,25.6,0.0,471.0,0.0039828280977347,0
310,21.2,25.6,0.0,471.0,0.0039828280977347,0
311,21.245,25.65,0.0,471.0,0.0040017627376905,0
312,21.245,25.65,0.0,474.5,0.0040017627376905,0
313,21.2,25.6,0.0,475.5,0.0039828280977347,0
314,21.2,25.6,0.0,474.0,0.0039828280977347,0
315,21.2,25.6,0.0,469.0,0.0039828280977347,0
316,21.2,25.6,0.0,474.0,0.0039828280977347,0
317,21.2,25.6,0.0,474.0,0.0039828280977347,0
318,21.2,25.6,0.0,468.5,0.0039828280977347,0
319,21.2,25.6,0.0,469.5,0.0039828280977347,0
320,21.2,25.6,0.0,472.5,0.0039828280977347,0
321,21.2,25.6,0.0,467.5,0.0039828280977347,0
322,21.2,25.6,0.0,469.0,0.0039828280977347,0
323,21.2,25.55,0.0,466.5,0.0039749994237992,0
324,21.2,25.5,0.0,469.5,0.0039671709456754,0
325,21.2,25.5,0.0,469.0,0.0039671709456754,0
326,21.2,25.5,0.0,467.0,0.0039671709456754,0
327,21.2,25.5,0.0,467.333333333333,0.0039671709456754,0
328,21.2,25.5,0.0,467.0,0.0039671709456754,0
329,21.2,25.5,0.0,464.5,0.0039671709456754,0
330,21.2,25.445,0.0,466.0,0.0039585598458929,0
331,21.2,25.5,0.0,473.0,0.0039671709456754,0
332,21.2,25.39,0.0,475.0,0.0039499489830239,0
333,21.2,25.39,0.0,471.0,0.0039499489830239,0
334,21.2,25.39,0.0,470.0,0.0039499489830239,0
335,21.2,25.39,0.0,466.25,0.0039499489830239,0
336,21.2,25.39,0.0,467.0,0.0039499489830239,0
337,21.2,25.39,0.0,473.0,0.0039499489830239,0
338,21.2,25.39,0.0,468.0,0.0039499489830239,0
339,21.2,25.39,0.0,463.0,0.0039499489830239,0
340,21.2,25.39,0.0,466.0,0.0039499489830239,0
341,21.2,25.39,0.0,467.0,0.0039499489830239,0
342,21.2,25.29,0.0,468.0,0.003934293475653,0
343,21.2,25.39,0.0,468.0,0.0039499489830239,0
344,21.2,25.29,0.0,468.0,0.003934293475653,0
345,21.2,25.34,0.0,465.5,0.003942121131448,0
346,21.2,25.39,0.0,464.0,0.0039499489830239,0
347,21.2,25.34,0.0,464.5,0.003942121131448,0
348,21.2,25.29,0.0,465.666666666667,0.003934293475653,0
349,21.2,25.365,0.0,465.75,0.0039460350327629,0
350,21.2,25.39,0.0,464.0,0.0039499489830239,0
351,21.2,25.39,0.0,467.0,0.0039499489830239,0
352,21.15,25.39,0.0,466.5,0.0039377674602206,0
353,21.2,25.39,0.0,465.0,0.0039499489830239,0
354,21.2,25.39,0.0,462.0,0.0039499489830239,0
355,21.2,25.39,0.0,459.666666666667,0.0039499489830239,0
356,21.2,25.29,0.0,458.0,0.003934293475653,0
357,21.2,25.34,0.0,462.5,0.003942121131448,0
358,21.2,25.29,0.0,467.0,0.003934293475653,0
359,21.2,25.29,0.0,466.5,0.003934293475653,0
360,21.2,25.29,0.0,463.0,0.003934293475653,0
361,21.2,25.29,0.0,465.0,0.003934293475653,0
362,21.2,25.29,0.0,463.25,0.003934293475653,0
363,21.2,25.29,0.0,460.0,0.003934293475653,0
364,21.2,25.29,0.0,457.0,0.003934293475653,0
365,21.2,25.29,0.0,456.0,0.003934293475653,0
366,21.245,25.245,0.0,454.0,0.0039381769514503,0
367,21.23,25.23,0.0,454.0,0.0039321786559957,0
368,21.29,25.29,0.0,458.0,0.0039562161765309,0
369,21.2,25.2,0.0,456.0,0.0039202041885661,0
370,21.245,25.245,0.0,456.5,0.0039381769514503,0
371,21.245,25.245,0.0,458.5,0.0039381769514503,0
372,21.26,25.26,0.0,459.666666666667,0.0039441826315888,0
373,21.245,25.245,0.0,464.0,0.0039381769514503,0
374,21.245,25.2,0.0,465.0,0.0039311126614506,0
375,21.29,25.2,0.0,461.0,0.003942047886573,0
376,21.245,25.2,0.0,458.5,0.0039311126614506,0
377,21.29,25.2,0.0,459.0,0.003942047886573,0
378,21.29,25.2,0.0,451.0,0.003942047886573,0
379,21.29,25.2,0.0,456.0,0.003942047886573,0
380,21.29,25.2,0.0,463.0,0.003942047886573,0
381,21.29,25.2,0.0,461.666666666667,0.003942047886573,0
382,21.29,25.2,0.0,458.0,0.003942047886573,0
383,21.29,25.2,0.0,450.0,0.003942047886573,0
384,21.29,25.2,0.0,457.0,0.003942047886573,0
385,21.29,25.2,0.0,456.0,0.003942047886573,0
386,21.29,25.2,0.0,456.0,0.003942047886573,0
387,21.29,25.2,0.0,461.0,0.003942047886573,0
388,21.29,25.2,0.0,463.0,0.003942047886573,0
389,21.29,25.2,0.0,460.0,0.003942047886573,0
390,21.29,25.2,0.0,456.0,0.003942047886573,0
391,21.29,25.2,0.0,454.5,0.003942047886573,0
392,21.29,25.2,0.0,448.5,0.003942047886573,0
393,21.29,25.2,0.0,453.5,0.003942047886573,0
394,21.29,25.2,0.0,454.0,0.003942047886573,0
395,21.29,25.2,0.0,454.0,0.003942047886573,0
396,21.29,25.245,0.0,450.5,0.0039491319513775,0
397,21.29,25.245,0.0,453.0,0.0039491319513775,0
398,21.2,25.2,0.0,457.0,0.0039202041885661,0
399,21.2,25.2,0.0,452.5,0.0039202041885661,0
400,21.2,25.2,0.0,449.0,0.0039202041885661,0
401,21.2,25.2,0.0,458.666666666667,0.0039202041885661,0
402,21.2,25.2,0.0,454.5,0.0039202041885661,0
403,21.2,25.245,0.0,455.5,0.003927248752824,0
404,21.2,25.245,0.0,453.5,0.003927248752824,0
405,21.2,25.29,0.0,452.0,0.003934293475653,0
406,21.2,25.29,0.0,451.5,0.003934293475653,0
407,21.2,25.29,0.0,451.0,0.003934293475653,0
408,21.1666666666667,25.3566666666667,0.0,450.333333333333,0.0039366164945272,0
409,21.1666666666667,25.39,0.0,450.0,0.003941824282307,0
410,21.15,25.39,0.0,453.5,0.0039377674602206,0
411,21.1,25.39,0.0,454.0,0.0039256190724371,0
412,21.15,25.39,0.0,452.5,0.0039377674602206,0
413,21.1,25.39,0.0,454.0,0.0039256190724371,0
414,21.1,25.39,0.0,457.0,0.0039256190724371,0
415,21.1,25.4633333333333,0.0,450.333333333333,0.0039370291117239,0
416,21.1,25.5,0.0,451.0,0.0039427342873644,0
417,21.1,25.5,0.0,451.0,0.0039427342873644,0
418,21.05,25.445,0.0,449.0,0.0039220346565542,0
419,21.1,25.5,0.0,449.0,0.0039427342873644,0
420,21.05,25.445,0.0,450.0,0.0039220346565542,0
421,21.05,25.445,0.0,449.0,0.0039220346565542,0
422,21.1,25.5,0.0,445.0,0.0039427342873644,0
423,21.0,25.39,0.0,443.0,0.0039014213909368,0
424,21.1,25.5,0.0,446.5,0.0039427342873644,0
425,21.1,25.5,0.0,446.0,0.0039427342873644,0
426,21.1,25.5,0.0,451.5,0.0039427342873644,0
427,21.1,25.39,0.0,445.0,0.0039256190724371,0
428,21.1,25.39,0.0,449.0,0.0039256190724371,0
429,21.1,25.39,0.0,451.666666666667,0.0039256190724371,0
430,21.1,25.39,0.0,452.0,0.0039256190724371,0
431,21.1,25.39,0.0,451.0,0.0039256190724371,0
432,21.05,25.34,0.0,450.0,0.0039057485667059,0
433,21.1,25.39,0.0,450.0,0.0039256190724371,0
434,21.1,25.39,0.0,448.0,0.0039256190724371,0
435,21.1,25.39,0.0,450.666666666667,0.0039256190724371,0
436,21.1,25.39,0.0,450.0,0.0039256190724371,0
437,21.15,25.39,0.0,446.0,0.0039377674602206,0
438,21.1,25.39,0.0,444.0,0.0039256190724371,0
439,21.125,25.39,0.0,447.5,0.0039316891293167,0
440,21.1333333333333,25.39,0.0,443.333333333333,0.0039337143198017,0
441,21.1,25.34,0.0,443.5,0.0039178397386948,0
442,21.1,25.34,0.0,444.0,0.0039178397386948,0
443,21.15,25.34,0.0,449.0,0.0039299639010674,0
444,21.2,25.29,0.0,449.333333333333,0.003934293475653,0
445,21.15,25.29,0.0,448.0,0.0039221605364855,0
446,21.15,25.245,0.0,449.5,0.0039151376747144,0
447,21.2,25.245,0.0,450.0,0.003927248752824,0
448,21.2,25.2,0.0,447.0,0.0039202041885661,0
449,21.2,25.2,0.0,446.0,0.0039202041885661,0
450,21.1333333333333,25.2,0.0,443.0,0.0039040925417633,0
451,21.1666666666667,25.2,0.0,444.0,0.0039121410526842,0
452,21.2,25.2,0.0,444.5,0.0039202041885661,0
453,21.2,25.2,0.0,445.0,0.0039202041885661,0
454,21.2,25.2,0.0,451.0,0.0039202041885661,0
455,21.2,25.2,0.0,450.0,0.0039202041885661,0
456,21.2,25.2,0.0,444.0,0.0039202041885661,0
457,21.2,25.2,0.0,443.0,0.0039202041885661,0
458,21.2,25.1,0.0,438.5,0.0039045501690233,0
459,21.2,25.1,0.0,441.0,0.0039045501690233,0
460,21.2,25.1,0.0,444.0,0.0039045501690233,0
461,21.2,25.15,0.0,441.5,0.0039123770809183,0
462,21.2,25.1,0.0,441.0,0.0039045501690233,0
463,21.2,25.1,0.0,439.5,0.0039045501690233,0
464,21.2,25.1,0.0,441.0,0.0039045501690233,0
465,21.2,25.1,0.0,442.0,0.0039045501690233,0
466,21.2,25.1,0.0,441.0,0.0039045501690233,0
467,21.2,25.1,0.0,436.0,0.0039045501690233,0
468,21.2,25.1,0.0,442.5,0.0039045501690233,0
469,21.2,25.1,0.0,446.0,0.0039045501690233,0
470,21.2,25.1,0.0,443.0,0.0039045501690233,0
471,21.2,25.1,0.0,437.5,0.0039045501690233,0
472,21.2,25.1,0.0,440.5,0.0039045501690233,0
473,21.2,25.05,0.0,439.5,0.0038967234528739,0
474,21.2,25.0,0.0,443.0,0.0038888969324628,0
