case_id,policy_id,cluster,t,state,next_state,action,group,item_id,reward,cost,x1,x2,target_prob,behavior_prob,source_id
public-001,P1,0,2,0,3,3,0,102,0.497841970557,1.063732116470,-0.104036709137,-0.080000000000,0.261746528270,0.265000000000,538625
public-001,P1,0,3,3,0,0,1,103,0.683068163463,0.382259408749,-0.247498124150,-0.023551996776,0.449833936977,0.265000000000,538566
public-001,P1,0,4,0,2,2,0,104,0.189366412970,0.880063853038,-0.163410905216,-0.080000000000,0.277149651951,0.230000000000,538629
public-001,P1,0,5,2,1,1,0,105,0.579394123737,0.783560752306,0.070915546366,0.283718970730,0.256416735133,0.265000000000,538625
public-001,P1,0,6,1,2,2,1,106,0.752141823146,0.815448221298,0.240042571663,0.256588393923,0.449878890555,0.265000000000,538637
public-001,P1,0,7,2,0,0,0,107,0.185764903403,0.592216570319,0.188475563586,0.283718970730,0.182189443413,0.230000000000,538524
public-001,P1,1,0,2,0,3,1,110,-0.079442765918,1.281390387037,0.350000000000,0.283718970730,0.387929298659,0.230000000000,538566
public-001,P1,1,1,0,3,2,1,111,0.365072223027,0.977296467961,0.235075576467,-0.080000000000,0.313934895853,0.265000000000,538524
public-001,P1,1,2,3,0,2,0,112,0.486051256140,0.862825980906,-0.004036709137,-0.023551996776,0.227176232084,0.230000000000,538626
public-001,P1,1,3,0,2,1,1,113,0.602664946972,0.727036704367,-0.147498124150,-0.080000000000,0.390421907565,0.230000000000,538524
public-001,P1,1,4,2,1,0,1,114,0.548883687342,0.475046235415,-0.063410905216,0.283718970730,0.205656671896,0.265000000000,538634
public-001,P1,1,5,1,2,0,0,115,0.644974882367,0.504742224254,0.170915546366,0.256588393923,0.222550373889,0.230000000000,538635
public-001,P1,1,6,2,0,3,1,116,0.837549951747,1.080248040024,0.340042571663,0.283718970730,0.390460923878,0.230000000000,538566
public-001,P1,1,7,0,3,2,1,117,0.690288398657,0.996574703723,0.288475563586,-0.080000000000,0.325934864955,0.265000000000,538566
public-001,P1,2,0,3,2,0,1,120,0.433683344480,0.630333202865,0.450000000000,-0.023551996776,0.328896579298,0.195000000000,538524
public-001,P1,2,1,2,3,0,0,121,-0.049978457100,0.603367664899,0.335075576467,0.283718970730,0.122074268243,0.160000000000,538524
public-001,P1,2,2,3,1,2,1,122,0.302645713334,1.153428817353,0.095963290863,-0.023551996776,0.261746528270,0.265000000000,538524
public-001,P1,2,3,1,0,2,1,123,0.500569607217,1.089295765471,-0.047498124150,0.256588393923,0.331009878153,0.195000000000,538566
public-001,P1,2,4,0,1,2,0,124,0.432767232297,1.072209179961,0.036589094784,-0.080000000000,0.192799757879,0.160000000000,538597
public-001,P1,2,5,1,3,0,1,125,0.536128912121,0.614344725639,0.270915546366,0.256588393923,0.256416735133,0.265000000000,538524
public-001,P1,2,6,3,2,0,1,126,1.059204386701,0.724905912948,0.440042571663,-0.023551996776,0.331042957201,0.195000000000,538625
public-001,P1,2,7,2,3,0,0,127,0.507022210728,0.722924230769,0.388475563586,0.283718970730,0.126740482374,0.160000000000,538630
public-001,P1,3,0,0,1,1,1,130,0.282685607765,0.998924930711,0.550000000000,-0.080000000000,0.269863859937,0.160000000000,538566
public-001,P1,3,1,1,3,3,0,131,0.171274852333,1.398820851959,0.435075576467,0.256588393923,0.313934895853,0.265000000000,538524
public-001,P1,3,2,3,2,2,0,132,0.307918211617,1.239680474657,0.195963290863,-0.023551996776,0.158035639710,0.160000000000,538636
public-001,P1,3,3,2,3,3,1,133,0.507278853618,1.403075413155,0.052501875850,0.283718970730,0.271597848741,0.160000000000,538566
public-001,P1,3,4,3,1,1,0,134,0.173300881214,1.084628211747,0.136589094784,-0.023551996776,0.319324598988,0.265000000000,538566
public-001,P1,3,5,1,0,0,0,135,0.464608823640,0.761672357751,0.370915546366,0.256588393923,0.154817651401,0.160000000000,538566
public-001,P1,3,6,0,1,1,1,136,1.103213734502,1.018129952563,0.540042571663,-0.080000000000,0.271624990524,0.160000000000,538566
public-001,P1,3,7,1,3,3,0,137,0.531759656314,1.307388748969,0.488475563586,0.256588393923,0.325934864955,0.265000000000,538566
public-001,P2,0,0,2,0,0,0,200,-0.053639719868,0.628320716590,0.250000000000,0.203718970730,0.572131528323,0.230000000000,538630
public-001,P2,0,1,0,3,3,0,201,0.068707813353,0.956402634803,0.135075576467,-0.160000000000,0.511514834093,0.265000000000,538636
public-001,P2,0,2,3,0,3,1,202,-0.060461893543,0.939103284449,-0.104036709137,-0.103551996776,0.376549227017,0.230000000000,538524
public-001,P2,0,3,0,2,2,0,203,0.175031655211,0.879818631463,-0.247498124150,-0.160000000000,0.541939014363,0.230000000000,538636
public-001,P2,0,4,2,1,1,0,204,0.401671831696,0.683841495557,-0.163410905216,0.203718970730,0.551009942359,0.265000000000,538566
public-001,P2,0,5,1,2,1,1,205,0.362362792736,0.785430497446,0.070915546366,0.176588393923,0.343092582024,0.230000000000,538524
public-001,P2,0,6,2,0,0,0,206,0.448584127008,0.500540204254,0.240042571663,0.203718970730,0.604868911899,0.230000000000,538636
public-001,P2,0,7,0,3,3,0,207,0.130048461605,1.111623969394,0.188475563586,-0.160000000000,0.486522698381,0.265000000000,538566
public-001,P2,1,0,3,2,1,0,210,-0.168214714798,0.664601332827,0.350000000000,-0.103551996776,0.485068034883,0.195000000000,538566
public-001,P2,1,1,2,3,1,1,211,0.265368996477,0.691868166755,0.235075576467,0.203718970730,0.308839145113,0.160000000000,538518
public-001,P2,1,2,3,1,3,0,212,0.223328667122,1.016395419306,-0.004036709137,-0.103551996776,0.433850196346,0.265000000000,538566
public-001,P2,1,3,1,0,3,0,213,-0.013197909981,1.193267050740,-0.147498124150,0.176588393923,0.459470033916,0.195000000000,538533
public-001,P2,1,4,0,1,3,1,214,0.063551866633,1.219953595699,-0.063410905216,-0.160000000000,0.332685248217,0.160000000000,538566
public-001,P2,1,5,1,3,1,0,215,0.347541309157,0.688653059969,0.170915546366,0.176588393923,0.395302322767,0.265000000000,538634
public-001,P2,1,6,3,2,1,0,216,0.471515318793,0.819500017238,0.340042571663,-0.103551996776,0.512823642697,0.195000000000,538566
public-001,P2,1,7,2,3,1,1,217,0.130940073708,0.897411111475,0.288475563586,0.203718970730,0.293749553740,0.160000000000,538576
public-001,P2,2,0,0,1,2,0,220,-0.219170839904,1.029884326461,0.450000000000,-0.160000000000,0.398004541442,0.160000000000,538592
public-001,P2,2,1,1,3,0,1,221,0.032986938187,0.828760411970,0.335075576467,0.176588393923,0.329434183080,0.265000000000,538566
public-001,P2,2,2,3,2,3,1,222,-0.046960960415,1.349462560648,0.095963290863,-0.103551996776,0.261947288360,0.160000000000,538637
public-001,P2,2,3,2,3,0,0,223,0.469712461795,0.710585320415,-0.047498124150,0.203718970730,0.377001053470,0.160000000000,538566
public-001,P2,2,4,3,1,2,1,224,0.190021552888,1.036661661082,0.036589094784,-0.103551996776,0.551009942359,0.265000000000,538524
public-001,P2,2,5,1,0,1,1,225,0.688003377919,1.015720146649,0.270915546366,0.176588393923,0.238673100538,0.160000000000,538592
public-001,P2,2,6,0,1,2,0,226,0.681936689112,1.096097954964,0.440042571663,-0.160000000000,0.420778373495,0.160000000000,538566
public-001,P2,2,7,1,3,0,1,227,0.186843386405,0.867901254340,0.388475563586,0.176588393923,0.313338337441,0.265000000000,538641
public-001,P2,3,0,1,3,3,0,230,-0.235206601383,1.355432746564,0.550000000000,0.176588393923,0.659195021764,0.265000000000,538524
public-001,P2,3,1,3,2,2,0,231,-0.332222657825,1.077599690692,0.435075576467,-0.103551996776,0.308839145113,0.160000000000,538558
public-001,P2,3,2,2,3,2,1,232,0.137815101167,1.345131196384,0.195963290863,0.203718970730,0.433850196346,0.265000000000,538518
public-001,P2,3,3,3,1,1,0,233,0.366754230161,0.989919158119,0.052501875850,-0.103551996776,0.624407994809,0.265000000000,538630
public-001,P2,3,4,1,0,0,0,234,0.266866859703,0.813612871678,0.136589094784,0.176588393923,0.214261416609,0.160000000000,538566
public-001,P2,3,5,0,1,0,1,235,0.347987034335,0.901669648350,0.370915546366,-0.160000000000,0.395302322767,0.265000000000,538635
public-001,P2,3,6,1,3,3,0,236,0.602171641913,1.353546509893,0.540042571663,0.176588393923,0.696914181101,0.265000000000,538524
public-001,P2,3,7,3,2,2,0,237,0.542984435856,1.289248484911,0.488475563586,-0.103551996776,0.293749553740,0.160000000000,538524
public-001,P3,0,0,3,2,2,1,300,-0.530782776236,0.896622137025,0.250000000000,-0.183551996776,0.708007975839,0.195000000000,538641
public-001,P3,0,1,2,3,2,0,301,0.068313337456,0.962835130202,0.135075576467,0.123718970730,0.536100945751,0.160000000000,538566
public-001,P3,0,2,3,1,0,1,302,0.389574233769,0.362764984055,-0.104036709137,-0.183551996776,0.630683399486,0.265000000000,538524
public-001,P3,0,3,1,0,0,1,303,0.160769637436,0.362594736864,-0.247498124150,0.096588393923,0.735071147046,0.195000000000,538524
public-001,P3,0,4,0,1,0,0,304,0.529536253904,0.457236502752,-0.163410905216,-0.240000000000,0.343164332281,0.160000000000,538524
public-001,P3,0,5,1,3,2,1,305,0.355344771104,0.734720717953,0.070915546366,0.096588393923,0.612337473014,0.265000000000,538558
public-001,P3,0,6,3,2,2,1,306,0.065978211220,0.951697861892,0.240042571663,-0.183551996776,0.768677896559,0.195000000000,538518
public-001,P3,0,7,2,3,2,0,307,-0.016088307148,0.961799884482,0.188475563586,0.123718970730,0.517644104787,0.160000000000,538630
public-001,P3,1,0,0,1,3,1,310,-0.188885111491,1.044265993423,0.350000000000,-0.240000000000,0.580929621201,0.160000000000,538524
public-001,P3,1,1,1,3,1,0,311,-0.316442778310,0.887938716812,0.235075576467,0.096588393923,0.887917191400,0.265000000000,538517
public-001,P3,1,2,3,2,0,0,312,0.550098438357,0.700945119201,-0.004036709137,-0.183551996776,0.380789977048,0.160000000000,538524
public-001,P3,1,3,2,3,1,1,313,0.339947486302,0.778642435973,-0.147498124150,0.123718970730,0.603135300141,0.160000000000,538518
public-001,P3,1,4,3,1,3,0,314,0.230974579623,1.164928648622,-0.063410905216,-0.183551996776,0.882505875031,0.265000000000,538517
public-001,P3,1,5,1,0,2,0,315,0.370225167487,1.088996670120,0.170915546366,0.096588393923,0.369713191254,0.160000000000,538566
public-001,P3,1,6,0,1,3,1,316,0.229113588113,1.066549746245,0.340042571663,-0.240000000000,0.630710068972,0.160000000000,538634
public-001,P3,1,7,1,3,1,0,317,0.211850239669,0.858063820811,0.288475563586,0.096588393923,0.857348048554,0.265000000000,538533
public-001,P3,2,0,1,3,0,1,320,-0.289479962644,0.666959908791,0.450000000000,0.096588393923,0.962164685114,0.265000000000,538518
public-001,P3,2,1,3,2,3,1,321,-0.009035346560,1.407211620468,0.335075576467,-0.183551996776,0.536100945751,0.160000000000,538525
public-001,P3,2,2,2,3,3,0,322,0.433437754913,1.163296585766,0.095963290863,0.123718970730,0.630683399486,0.265000000000,538524
public-001,P3,2,3,3,1,2,1,323,0.383297279410,1.134203034916,-0.047498124150,-0.183551996776,0.998942840858,0.265000000000,538639
public-001,P3,2,4,1,0,1,1,324,0.138869285749,0.946311775894,0.036589094784,0.096588393923,0.532833735868,0.160000000000,538532
public-001,P3,2,5,0,1,1,0,325,0.690161231244,0.923326716121,0.270915546366,-0.240000000000,0.612337473014,0.265000000000,538625
public-001,P3,2,6,1,3,0,1,326,0.551438626704,0.736929797602,0.440042571663,0.096588393923,1.044613551735,0.265000000000,538524
public-001,P3,2,7,3,2,3,1,327,-0.010254124084,1.368192287374,0.388475563586,-0.183551996776,0.517644104787,0.160000000000,538566
public-001,P3,3,0,2,1,1,1,330,-0.628759348660,0.932201074922,0.550000000000,0.123718970730,0.835086330476,0.230000000000,538625
public-001,P3,3,1,1,2,1,0,331,-0.483295889970,1.037074601107,0.435075576467,0.096588393923,0.653373027634,0.195000000000,538636
public-001,P3,3,2,2,0,3,1,332,0.491457586259,1.389006923326,0.195963290863,0.123718970730,0.380789977048,0.160000000000,538524
public-001,P3,3,3,0,3,3,1,333,0.100978237307,1.291343776270,0.052501875850,-0.240000000000,0.867006993952,0.230000000000,538566
public-001,P3,3,4,3,0,3,0,334,-0.009354962690,1.469753234189,0.136589094784,-0.183551996776,0.649391115589,0.195000000000,538638
public-001,P3,3,5,0,2,1,1,335,0.806639301543,1.038217678182,0.370915546366,-0.240000000000,0.369713191254,0.160000000000,538638
public-001,P3,3,6,2,1,1,1,336,0.470641965071,0.983494504540,0.540042571663,0.123718970730,0.906645724147,0.230000000000,538566
public-001,P3,3,7,1,2,1,0,337,0.369653258797,1.152255205751,0.488475563586,0.096588393923,0.630878752710,0.195000000000,538524
public-002,P0,0,0,1,0,1,0,1000,0.146443490902,0.591055651258,0.250000000000,0.336588393923,0.247354641664,0.230000000000,538524
public-002,P0,0,1,0,1,1,1,1001,0.846539749598,0.797816319812,0.135075576467,0.000000000000,0.158267898800,0.195000000000,538634
public-002,P0,0,2,1,3,3,0,1002,0.178096291088,0.969850797180,-0.104036709137,0.336588393923,0.096992108120,0.160000000000,538635
public-002,P0,0,3,3,2,3,0,1003,0.817905979711,0.959190541139,-0.247498124150,0.056448003224,0.213015592435,0.230000000000,538566
public-002,P0,0,4,2,3,3,1,1004,1.254188294401,1.106655206563,-0.163410905216,0.363718970730,0.153031888112,0.195000000000,538566
public-002,P0,0,5,3,1,1,0,1005,0.874142776255,0.786664342621,0.070915546366,0.056448003224,0.108606661254,0.160000000000,538524
public-002,P0,0,6,1,0,1,0,1006,0.566146819108,0.808663178613,0.240042571663,0.336588393923,0.248943999273,0.230000000000,538630
public-002,P0,0,7,0,1,1,1,1007,0.502616119264,0.566790066692,0.188475563586,0.000000000000,0.161736592128,0.195000000000,538541
public-002,P0,1,0,2,3,2,0,1010,0.244529128405,1.040270268047,0.350000000000,0.363718970730,0.209713717933,0.195000000000,538566
public-002,P0,1,1,3,1,0,1,1011,0.600671710333,0.679231369298,0.235075576467,0.056448003224,0.083635110659,0.160000000000,538597
public-002,P0,1,2,1,0,3,1,1012,0.446616057780,1.218295333528,-0.004036709137,0.336588393923,0.118209131772,0.195000000000,538524
public-002,P0,1,3,0,1,0,0,1013,0.783157804196,0.724093572983,-0.147498124150,0.000000000000,0.180600176195,0.195000000000,538625
public-002,P0,1,4,1,3,2,1,1014,0.850581234516,1.092885650961,-0.063410905216,0.336588393923,0.125564626143,0.160000000000,538630
public-002,P0,1,5,3,2,1,1,1015,0.635756371360,0.688841608646,0.170915546366,0.056448003224,0.132364368403,0.195000000000,538636
public-002,P0,1,6,2,3,2,0,1016,0.323462501564,1.106453924892,0.340042571663,0.363718970730,0.211061216775,0.195000000000,538524
public-002,P0,1,7,3,1,0,1,1017,0.505126599964,0.710600959211,0.288475563586,0.056448003224,0.085468107448,0.160000000000,538636
public-002,P0,2,0,3,1,3,0,1020,0.224739828911,1.183737954023,0.450000000000,0.056448003224,0.172072794201,0.160000000000,538566
public-002,P0,2,1,1,0,2,0,1021,0.412612160701,1.117412557401,0.335075576467,0.336588393923,0.158267898800,0.195000000000,538566
public-002,P0,2,2,0,1,2,1,1022,0.730795520603,1.206361521601,0.095963290863,0.000000000000,0.096992108120,0.160000000000,538566
public-002,P0,2,3,1,3,1,0,1023,0.855452677026,0.878449207974,-0.047498124150,0.336588393923,0.148184759955,0.160000000000,538566
public-002,P0,2,4,3,2,0,0,1024,1.007664441478,0.762987892786,0.036589094784,0.056448003224,0.098558109531,0.195000000000,538566
public-002,P0,2,5,2,3,0,1,1025,0.785747909323,0.827397928322,0.270915546366,0.363718970730,0.108606661254,0.160000000000,538518
public-002,P0,2,6,3,1,3,0,1026,0.804501603481,1.240732354307,0.440042571663,0.056448003224,0.173178434277,0.160000000000,538566
public-002,P0,2,7,1,0,2,0,1027,0.875318691779,1.079005947285,0.388475563586,0.336588393923,0.161736592128,0.195000000000,538533
public-002,P0,3,0,0,3,0,0,1030,0.434091264478,0.757936941574,0.550000000000,0.000000000000,0.284995565396,0.265000000000,538576
public-002,P0,3,1,3,0,0,1,1031,0.674284399171,0.843580622886,0.435075576467,0.056448003224,0.120225471572,0.230000000000,538566
public-002,P0,3,2,0,2,2,0,1032,0.208910706445,1.222357939928,0.195963290863,0.000000000000,0.118209131772,0.195000000000,538524
public-002,P0,3,3,2,1,2,0,1033,0.611780220475,1.080497612357,0.052501875850,0.363718970730,0.245431008675,0.265000000000,538535
public-002,P0,3,4,1,2,2,1,1034,1.225346344696,1.238360802788,0.136589094784,0.336588393923,0.180499150081,0.230000000000,538592
public-002,P0,3,5,2,0,0,0,1035,0.755492454350,0.836320540357,0.370915546366,0.363718970730,0.132364368403,0.195000000000,538566
public-002,P0,3,6,0,3,0,0,1036,0.807475786357,0.886925023801,0.540042571663,0.000000000000,0.286826781771,0.265000000000,538637
public-002,P0,3,7,3,0,0,1,1037,0.536530385799,0.949850955205,0.488475563586,0.056448003224,0.122860404457,0.230000000000,538566
public-002,P1,0,0,2,3,3,1,1100,0.560942556341,0.989115054424,0.250000000000,0.283718970730,0.287854561830,0.195000000000,538533
public-002,P1,0,1,3,1,1,0,1101,0.232227749445,0.654067678641,0.135075576467,-0.023551996776,0.196924533247,0.160000000000,538566
public-002,P1,0,2,1,0,0,0,1102,0.096971493531,0.517744760058,-0.104036709137,0.256588393923,0.213182417269,0.195000000000,538634
public-002,P1,0,3,0,1,1,1,1103,0.854457726069,0.778351972552,-0.247498124150,-0.080000000000,0.292796512072,0.195000000000,538566
public-002,P1,0,4,1,3,3,0,1104,0.556215868644,0.965201461304,-0.163410905216,0.256588393923,0.192914672895,0.160000000000,538576
public-002,P1,0,5,3,2,2,0,1105,0.270887861016,0.944918335432,0.070915546366,-0.023551996776,0.213203721380,0.195000000000,538566
public-002,P1,0,6,2,3,3,1,1106,1.037392800667,1.018588181756,0.240042571663,0.283718970730,0.298857626140,0.195000000000,538524
public-002,P1,0,7,3,1,1,0,1107,0.200963106766,0.804202724729,0.188475563586,-0.023551996776,0.189633798391,0.160000000000,538535
public-002,P1,1,0,3,1,0,1,1110,0.491889155063,0.576478561079,0.350000000000,-0.023551996776,0.236188358425,0.160000000000,538566
public-002,P1,1,1,1,0,3,1,1111,0.399471152867,1.215384491532,0.235075576467,0.256588393923,0.240001774894,0.195000000000,538524
public-002,P1,1,2,0,1,3,0,1112,0.141284159082,1.228939063831,-0.004036709137,-0.080000000000,0.174918906477,0.160000000000,538592
public-002,P1,1,3,1,3,2,1,1113,0.912859191985,0.900512718047,-0.147498124150,0.256588393923,0.240243291956,0.160000000000,538566
public-002,P1,1,4,3,2,1,1,1114,0.248873151819,0.689646748634,-0.063410905216,-0.023551996776,0.235114757591,0.195000000000,538641
public-002,P1,1,5,2,3,1,0,1115,0.421504591945,0.768748314017,0.170915546366,0.283718970730,0.174936386774,0.160000000000,538566
public-002,P1,1,6,3,1,0,1,1116,0.489921765551,0.674412151679,0.340042571663,-0.023551996776,0.245216513756,0.160000000000,538524
public-002,P1,1,7,1,0,3,1,1117,0.388811628470,1.012646167197,0.288475563586,0.256588393923,0.231116191789,0.195000000000,538524
public-002,P1,2,0,0,3,1,1,1120,0.584484886868,0.773235468406,0.450000000000,-0.080000000000,0.391186968641,0.265000000000,538630
public-002,P1,2,1,3,0,1,0,1121,0.047849742495,0.831277161707,0.335075576467,-0.023551996776,0.283079016542,0.230000000000,538566
public-002,P1,2,2,0,2,3,1,1122,0.311171495402,1.176888549133,0.095963290863,-0.080000000000,0.213182417269,0.195000000000,538635
public-002,P1,2,3,2,1,3,1,1123,0.789121029701,1.309131560949,-0.047498124150,0.283718970730,0.397902952302,0.265000000000,538524
public-002,P1,2,4,1,2,3,0,1124,0.488523719122,1.251829905199,0.036589094784,0.256588393923,0.277314842287,0.230000000000,538524
public-002,P1,2,5,2,0,1,1,1125,0.391560674294,0.917263559477,0.270915546366,0.283718970730,0.213203721380,0.195000000000,538517
public-002,P1,2,6,0,3,1,1,1126,0.583729214790,0.789615043319,0.440042571663,-0.080000000000,0.406139850908,0.265000000000,538524
public-002,P1,2,7,3,0,1,0,1127,0.524356142182,0.878622055093,0.388475563586,-0.023551996776,0.272598585188,0.230000000000,538518
public-002,P1,3,0,1,2,2,1,1130,0.590983048726,1.289844840883,0.550000000000,0.256588393923,0.339520765236,0.230000000000,538533
public-002,P1,3,1,2,0,0,0,1131,0.506571414490,0.793813328532,0.435075576467,0.283718970730,0.154569884157,0.195000000000,538524
public-002,P1,3,2,0,3,3,0,1132,0.412136428911,1.433812200024,0.195963290863,-0.080000000000,0.251445928060,0.230000000000,538629
public-002,P1,3,3,3,0,0,1,1133,0.743857938234,0.784782506646,0.052501875850,-0.023551996776,0.345349732187,0.230000000000,538566
public-002,P1,3,4,0,2,2,0,1134,0.655077450910,1.084845087806,0.136589094784,-0.080000000000,0.235114757591,0.195000000000,538518
public-002,P1,3,5,2,1,1,0,1135,0.751756747680,0.910925291584,0.370915546366,0.283718970730,0.251471055987,0.230000000000,538525
public-002,P1,3,6,1,2,2,1,1136,0.842453348141,1.091608443457,0.540042571663,0.256588393923,0.352498738524,0.230000000000,538524
public-002,P1,3,7,2,0,0,0,1137,0.545938054502,0.961139589461,0.488475563586,0.283718970730,0.148847245014,0.195000000000,538639
public-002,P2,0,0,3,1,1,0,1200,0.173536449506,0.542461884938,0.250000000000,-0.103551996776,0.384837272219,0.160000000000,538518
public-002,P2,0,1,1,0,0,0,1201,0.058370032585,0.523494517238,0.135075576467,0.176588393923,0.256202728012,0.195000000000,538517
public-002,P2,0,2,0,1,0,1,1202,0.343696452858,0.517312847472,-0.104036709137,-0.160000000000,0.242802409221,0.160000000000,538566
public-002,P2,0,3,1,3,3,0,1203,0.473513611725,0.960447672100,-0.247498124150,0.176588393923,0.414551346413,0.160000000000,538634
public-002,P2,0,4,3,2,2,0,1204,0.464474318751,0.880848629861,-0.163410905216,-0.103551996776,0.362462339848,0.195000000000,538533
public-002,P2,0,5,2,3,2,1,1205,0.681460847703,0.725438237014,0.070915546366,0.203718970730,0.270996597735,0.160000000000,538524
public-002,P2,0,6,3,1,1,0,1206,0.040551849814,0.554285744236,0.240042571663,-0.103551996776,0.366034483535,0.160000000000,538629
public-002,P2,0,7,1,0,0,0,1207,-0.016050079164,0.420094012818,0.188475563586,0.176588393923,0.267604363142,0.195000000000,538566
public-002,P2,1,0,0,3,2,0,1210,-0.263765454195,0.853489142916,0.350000000000,-0.160000000000,0.637386732113,0.265000000000,538639
public-002,P2,1,1,3,0,2,1,1211,-0.213118791104,0.937596646724,0.235075576467,-0.103551996776,0.469209229707,0.230000000000,538532
public-002,P2,1,2,0,2,0,0,1212,0.053819577528,0.713856200916,-0.004036709137,-0.160000000000,0.295915436238,0.195000000000,538625
public-002,P2,1,3,2,1,0,0,1213,0.059549389819,0.572387823983,-0.147498124150,0.203718970730,0.686600667496,0.265000000000,538524
public-002,P2,1,4,1,2,0,1,1214,0.085594383543,0.628066299413,-0.063410905216,0.176588393923,0.275338246516,0.230000000000,538566
public-002,P2,1,5,2,0,2,0,1215,0.095341656458,0.833761223543,0.170915546366,0.203718970730,0.330277103489,0.195000000000,538524
public-002,P2,1,6,0,3,2,0,1216,0.205840690739,0.997749771413,0.340042571663,-0.160000000000,0.606244613356,0.265000000000,538566
