artist_id,tag_id
c3bc80a6-1f4a-4e17-8cf0-6b1efe8302f1,rock and indie
c3bc80a6-1f4a-4e17-8cf0-6b1efe8302f1,seen live
f2fb0ff0-5679-42ec-a55c-15109ce6e320,fun-punk
f2fb0ff0-5679-42ec-a55c-15109ce6e320,n
f2fb0ff0-5679-42ec-a55c-15109ce6e320,ndw
f2fb0ff0-5679-42ec-a55c-15109ce6e320,pop punk
f2fb0ff0-5679-42ec-a55c-15109ce6e320,punk
f2fb0ff0-5679-42ec-a55c-15109ce6e320,punk rock
f2fb0ff0-5679-42ec-a55c-15109ce6e320,rock
60955940-d401-4f4a-8a9b-43c870454aac,ndw
60955940-d401-4f4a-8a9b-43c870454aac,rock
5700dcd4-c139-4f31-aa3e-6382b9af9032,classic pop and rock
5700dcd4-c139-4f31-aa3e-6382b9af9032,electro
5700dcd4-c139-4f31-aa3e-6382b9af9032,electronic
5700dcd4-c139-4f31-aa3e-6382b9af9032,electronic music
5700dcd4-c139-4f31-aa3e-6382b9af9032,industrial
5700dcd4-c139-4f31-aa3e-6382b9af9032,krautrock
5700dcd4-c139-4f31-aa3e-6382b9af9032,ndw
5700dcd4-c139-4f31-aa3e-6382b9af9032,progressive electronic
5700dcd4-c139-4f31-aa3e-6382b9af9032,rock
5700dcd4-c139-4f31-aa3e-6382b9af9032,synth pop
5700dcd4-c139-4f31-aa3e-6382b9af9032,synth-pop
5700dcd4-c139-4f31-aa3e-6382b9af9032,synthpop
5700dcd4-c139-4f31-aa3e-6382b9af9032,techno
83e59f23-3b0b-4304-834d-5bcafd5df6d2,dance
83e59f23-3b0b-4304-834d-5bcafd5df6d2,electronic
83e59f23-3b0b-4304-834d-5bcafd5df6d2,english
83e59f23-3b0b-4304-834d-5bcafd5df6d2,eurodance
83e59f23-3b0b-4304-834d-5bcafd5df6d2,happy hardcore
83e59f23-3b0b-4304-834d-5bcafd5df6d2,hardcore
83e59f23-3b0b-4304-834d-5bcafd5df6d2,hardcore techno
83e59f23-3b0b-4304-834d-5bcafd5df6d2,hardstyle
83e59f23-3b0b-4304-834d-5bcafd5df6d2,jumpstyle
83e59f23-3b0b-4304-834d-5bcafd5df6d2,rave
83e59f23-3b0b-4304-834d-5bcafd5df6d2,rock
83e59f23-3b0b-4304-834d-5bcafd5df6d2,scooter
83e59f23-3b0b-4304-834d-5bcafd5df6d2,techno
83e59f23-3b0b-4304-834d-5bcafd5df6d2,trance
b2d122f9-eadb-4930-a196-8f221eeb0c66,alternative metal
b2d122f9-eadb-4930-a196-8f221eeb0c66,engel
b2d122f9-eadb-4930-a196-8f221eeb0c66,gothic metal
b2d122f9-eadb-4930-a196-8f221eeb0c66,heavy metal
b2d122f9-eadb-4930-a196-8f221eeb0c66,industrial
b2d122f9-eadb-4930-a196-8f221eeb0c66,industrial metal
b2d122f9-eadb-4930-a196-8f221eeb0c66,industrial rock
b2d122f9-eadb-4930-a196-8f221eeb0c66,metal
b2d122f9-eadb-4930-a196-8f221eeb0c66,pop metal
b2d122f9-eadb-4930-a196-8f221eeb0c66,rock
b2d122f9-eadb-4930-a196-8f221eeb0c66,seen live
b2d122f9-eadb-4930-a196-8f221eeb0c66,tanzmetall
b4ce8f8f-72f9-48f0-92be-606095d4b6e0,rock
b4ce8f8f-72f9-48f0-92be-606095d4b6e0,schlager
765774a0-2060-469b-8b7d-612eea48579b,acoustic rock
765774a0-2060-469b-8b7d-612eea48579b,halloween
765774a0-2060-469b-8b7d-612eea48579b,hard rock
765774a0-2060-469b-8b7d-612eea48579b,heavy metal
765774a0-2060-469b-8b7d-612eea48579b,metal
765774a0-2060-469b-8b7d-612eea48579b,power metal
765774a0-2060-469b-8b7d-612eea48579b,power/speed-metal
765774a0-2060-469b-8b7d-612eea48579b,rock
765774a0-2060-469b-8b7d-612eea48579b,speed metal
765774a0-2060-469b-8b7d-612eea48579b,symphonic rock
8d3c6a3c-4d97-455c-ad07-3fefc0172861,acoustic rock
8d3c6a3c-4d97-455c-ad07-3fefc0172861,krautrock
8d3c6a3c-4d97-455c-ad07-3fefc0172861,ndw
8d3c6a3c-4d97-455c-ad07-3fefc0172861,pop
8d3c6a3c-4d97-455c-ad07-3fefc0172861,pop rock
8d3c6a3c-4d97-455c-ad07-3fefc0172861,rock
8d3c6a3c-4d97-455c-ad07-3fefc0172861,splitme
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,booka-shade
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,classic pop and rock
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,dance-pop
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,disco
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,euro-disco
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,europop
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,ma baker
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,pop
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,soul
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,alternative
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,alternative rock
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,art pop
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,avant-garde
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,dark ambient
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,electronic
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,experimental
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,experimental electronic
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,industrial
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,ndw
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,noise
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,post-industrial
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,rock and indie
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,spoken word
6e9ac29b-798c-4af7-8d9e-55cdc72a999c,the lost generation
350df790-01d6-4459-8d0f-26abdd440b0e,beat
350df790-01d6-4459-8d0f-26abdd440b0e,beat music
350df790-01d6-4459-8d0f-26abdd440b0e,hard rock
350df790-01d6-4459-8d0f-26abdd440b0e,pop rock
350df790-01d6-4459-8d0f-26abdd440b0e,psychedelic rock
350df790-01d6-4459-8d0f-26abdd440b0e,rock
c1b620ee-6540-42ba-90df-f0740d42cbbf,ballad
c1b620ee-6540-42ba-90df-f0740d42cbbf,ich lieb' mich
c1b620ee-6540-42ba-90df-f0740d42cbbf,pop
c1b620ee-6540-42ba-90df-f0740d42cbbf,pop rock
456eabce-d1dd-4481-a206-36ab4f2eaeb8,actor
456eabce-d1dd-4481-a206-36ab4f2eaeb8,adult alternative pop/rock
456eabce-d1dd-4481-a206-36ab4f2eaeb8,alternative pop
456eabce-d1dd-4481-a206-36ab4f2eaeb8,alternative/indie rock
456eabce-d1dd-4481-a206-36ab4f2eaeb8,contemporary pop/rock
456eabce-d1dd-4481-a206-36ab4f2eaeb8,euro-rock
456eabce-d1dd-4481-a206-36ab4f2eaeb8,pop
456eabce-d1dd-4481-a206-36ab4f2eaeb8,pop rock
456eabce-d1dd-4481-a206-36ab4f2eaeb8,rock
456eabce-d1dd-4481-a206-36ab4f2eaeb8,soft rock
50ceff2e-e963-4fca-a835-60a7c9d99418,rock
b3a70929-32bc-4ace-994f-434b26ce96fe,hard rock
b3a70929-32bc-4ace-994f-434b26ce96fe,heavy metal
b3a70929-32bc-4ace-994f-434b26ce96fe,madeira
b3a70929-32bc-4ace-994f-434b26ce96fe,metal
b3a70929-32bc-4ace-994f-434b26ce96fe,oi
b3a70929-32bc-4ace-994f-434b26ce96fe,oi!
b3a70929-32bc-4ace-994f-434b26ce96fe,punk
b3a70929-32bc-4ace-994f-434b26ce96fe,punk rock
b3a70929-32bc-4ace-994f-434b26ce96fe,taxexile
87f8339a-625e-4912-939e-8b62836c159d,rock
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,1980s
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,1990s
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,english
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,glam metal
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,hard rock
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,heavy metal
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,metal
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,nwobhm
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,power metal
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,speed metal
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,thrash metal
eea85c38-427d-438a-8c59-6036e1c05d0e,ambient
eea85c38-427d-438a-8c59-6036e1c05d0e,dark ambient
eea85c38-427d-438a-8c59-6036e1c05d0e,drone
eea85c38-427d-438a-8c59-6036e1c05d0e,post-rock
eea85c38-427d-438a-8c59-6036e1c05d0e,slowcore
39822e8d-f24e-4f07-b51b-28b22e59fbdb,00s
39822e8d-f24e-4f07-b51b-28b22e59fbdb,10s
39822e8d-f24e-4f07-b51b-28b22e59fbdb,80s
39822e8d-f24e-4f07-b51b-28b22e59fbdb,80s thrash metal
39822e8d-f24e-4f07-b51b-28b22e59fbdb,90s
39822e8d-f24e-4f07-b51b-28b22e59fbdb,classic metal
39822e8d-f24e-4f07-b51b-28b22e59fbdb,classic thrash metal
39822e8d-f24e-4f07-b51b-28b22e59fbdb,death metal
39822e8d-f24e-4f07-b51b-28b22e59fbdb,hard rock
39822e8d-f24e-4f07-b51b-28b22e59fbdb,heavy metal
39822e8d-f24e-4f07-b51b-28b22e59fbdb,melodic thrash
39822e8d-f24e-4f07-b51b-28b22e59fbdb,metal
39822e8d-f24e-4f07-b51b-28b22e59fbdb,old school thrash
39822e8d-f24e-4f07-b51b-28b22e59fbdb,rock
39822e8d-f24e-4f07-b51b-28b22e59fbdb,rock groups
39822e8d-f24e-4f07-b51b-28b22e59fbdb,speed metal
39822e8d-f24e-4f07-b51b-28b22e59fbdb,teutonic thrash metal
39822e8d-f24e-4f07-b51b-28b22e59fbdb,thrash
39822e8d-f24e-4f07-b51b-28b22e59fbdb,thrash metal
13501c7d-d181-45ba-af52-5f101d8516a0,avant-garde
13501c7d-d181-45ba-af52-5f101d8516a0,classic pop and rock
13501c7d-d181-45ba-af52-5f101d8516a0,experimental rock
13501c7d-d181-45ba-af52-5f101d8516a0,funk rock
13501c7d-d181-45ba-af52-5f101d8516a0,krautrock
13501c7d-d181-45ba-af52-5f101d8516a0,motorik
13501c7d-d181-45ba-af52-5f101d8516a0,progressive rock
13501c7d-d181-45ba-af52-5f101d8516a0,progressive rock music
13501c7d-d181-45ba-af52-5f101d8516a0,psychedelic rock
13501c7d-d181-45ba-af52-5f101d8516a0,psychedelic rock music
13501c7d-d181-45ba-af52-5f101d8516a0,the lost generation
13501c7d-d181-45ba-af52-5f101d8516a0,wir sind helden
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,ambient
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,ambient pop
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,classic pop and rock
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,downtempo
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,electronic
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,house
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,instrumental
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,new age
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,trance
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,worldbeat
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,ambient
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,electronic
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,kosmische musik
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,krautrock
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,new age
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,progressive electronic
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,progressive rock
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,rock
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,space
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,space ambient
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,space music
2e710b0c-6ff3-4c21-87d5-16ebbbca212c,trance
6dfa03fb-8b02-4055-b7cc-e48f426b13f8,cringe
6dfa03fb-8b02-4055-b7cc-e48f426b13f8,darkwave
6dfa03fb-8b02-4055-b7cc-e48f426b13f8,gothic rock
6dfa03fb-8b02-4055-b7cc-e48f426b13f8,industrial rock
6dfa03fb-8b02-4055-b7cc-e48f426b13f8,pop rock
6dfa03fb-8b02-4055-b7cc-e48f426b13f8,schlager
88735355-f98f-44ea-8a40-7a8bcc56f07e,darkwave
88735355-f98f-44ea-8a40-7a8bcc56f07e,ndw
88735355-f98f-44ea-8a40-7a8bcc56f07e,pop rock
3058822f-8e58-4427-820a-8f7a279887c1,hannover
3058822f-8e58-4427-820a-8f7a279887c1,hanover
3058822f-8e58-4427-820a-8f7a279887c1,ndw
3058822f-8e58-4427-820a-8f7a279887c1,pop
3058822f-8e58-4427-820a-8f7a279887c1,rock
9502f466-be41-4450-8752-74c2d44ad2f7,actor
9502f466-be41-4450-8752-74c2d44ad2f7,rock and roll
9502f466-be41-4450-8752-74c2d44ad2f7,schlager
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,1980s
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,1990s
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,alternative dance
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,contemporary pop/rock
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,dance-pop
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,dance-rock
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,dark disco
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,dark wave
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,darksynth
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,electronic
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,elevator
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,new wave
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,pop
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,progressive pop
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,punk/new wave
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,sophisti-pop
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,synth pop
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,synth-pop
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,synthpop
70261540-4efc-4f62-8573-fdb68d6c2213,liedermacher
70261540-4efc-4f62-8573-fdb68d6c2213,mundart
70261540-4efc-4f62-8573-fdb68d6c2213,rock
7717539b-33aa-45d5-b88d-9e627172db19,alternative rock
7717539b-33aa-45d5-b88d-9e627172db19,indie rock
7717539b-33aa-45d5-b88d-9e627172db19,rock
8de149a4-bbdc-4d15-aeea-0d66773c9f80,dark wave
8de149a4-bbdc-4d15-aeea-0d66773c9f80,darkwave
8de149a4-bbdc-4d15-aeea-0d66773c9f80,gothic
8de149a4-bbdc-4d15-aeea-0d66773c9f80,gothic novelrock
8de149a4-bbdc-4d15-aeea-0d66773c9f80,gothic rock
8de149a4-bbdc-4d15-aeea-0d66773c9f80,gothic/novel-rock
37c61bf2-5fb1-47ae-9605-80025d956958,art pop
37c61bf2-5fb1-47ae-9605-80025d956958,art rock
37c61bf2-5fb1-47ae-9605-80025d956958,avant-folk
37c61bf2-5fb1-47ae-9605-80025d956958,avant-garde
37c61bf2-5fb1-47ae-9605-80025d956958,chamber folk
37c61bf2-5fb1-47ae-9605-80025d956958,classic pop and rock
37c61bf2-5fb1-47ae-9605-80025d956958,experimental
37c61bf2-5fb1-47ae-9605-80025d956958,experimental rock
37c61bf2-5fb1-47ae-9605-80025d956958,folk rock
37c61bf2-5fb1-47ae-9605-80025d956958,gothic rock
37c61bf2-5fb1-47ae-9605-80025d956958,lied
37c61bf2-5fb1-47ae-9605-80025d956958,neo-medieval folk
37c61bf2-5fb1-47ae-9605-80025d956958,neoclassical dark wave
37c61bf2-5fb1-47ae-9605-80025d956958,neoromanticism
37c61bf2-5fb1-47ae-9605-80025d956958,post-punk
37c61bf2-5fb1-47ae-9605-80025d956958,rock
f3e5d65a-0510-4dd2-8bfb-0d06e86b6035,hard rock
f3e5d65a-0510-4dd2-8bfb-0d06e86b6035,heavy metal
db005731-6c46-4e7d-83e3-21f80189884a,hard rock
db005731-6c46-4e7d-83e3-21f80189884a,heavy metal
8cf95123-5023-4257-933e-4d7ebbc5d8a2,acoustic rock
8cf95123-5023-4257-933e-4d7ebbc5d8a2,alternative metal
8cf95123-5023-4257-933e-4d7ebbc5d8a2,eurovision 2023 artists
8cf95123-5023-4257-933e-4d7ebbc5d8a2,gothic
8cf95123-5023-4257-933e-4d7ebbc5d8a2,gothic metal
8cf95123-5023-4257-933e-4d7ebbc5d8a2,gothic rock
8cf95123-5023-4257-933e-4d7ebbc5d8a2,industrial metal
8cf95123-5023-4257-933e-4d7ebbc5d8a2,industrial rock
8cf95123-5023-4257-933e-4d7ebbc5d8a2,metal
8cf95123-5023-4257-933e-4d7ebbc5d8a2,symphonic rock
d3201290-2791-4b2c-9d79-62eb6240e742,folk metal
d3201290-2791-4b2c-9d79-62eb6240e742,folk rock
d3201290-2791-4b2c-9d79-62eb6240e742,medieval
d3201290-2791-4b2c-9d79-62eb6240e742,medieval metal
d3201290-2791-4b2c-9d79-62eb6240e742,medieval/folk-rock
d3201290-2791-4b2c-9d79-62eb6240e742,neo-medieval folk
780fcd1f-9808-4da6-aad8-2858884dd7df,hard rock
780fcd1f-9808-4da6-aad8-2858884dd7df,heavy metal
2d0d2823-d918-4fa4-a109-ee32f52b2629,beat
2d0d2823-d918-4fa4-a109-ee32f52b2629,beat music
2d0d2823-d918-4fa4-a109-ee32f52b2629,glam rock
2d0d2823-d918-4fa4-a109-ee32f52b2629,pop rock
2d0d2823-d918-4fa4-a109-ee32f52b2629,rock
2d0d2823-d918-4fa4-a109-ee32f52b2629,skiffle
2e433b57-1e40-4a8f-b38d-7675fda5698a,hessen
2e433b57-1e40-4a8f-b38d-7675fda5698a,homberg
2e433b57-1e40-4a8f-b38d-7675fda5698a,korbach
2e433b57-1e40-4a8f-b38d-7675fda5698a,pop
2e433b57-1e40-4a8f-b38d-7675fda5698a,pop rock
2e433b57-1e40-4a8f-b38d-7675fda5698a,schlager
a9b88ebb-83aa-4ef7-b674-fabeb572c14e,alternativ rock
a9b88ebb-83aa-4ef7-b674-fabeb572c14e,alternative rock
a9b88ebb-83aa-4ef7-b674-fabeb572c14e,punkrock
a9b88ebb-83aa-4ef7-b674-fabeb572c14e,rock
ace6f889-2d53-4b93-bf70-cbfc4fe0d256,heavy metal
ace6f889-2d53-4b93-bf70-cbfc4fe0d256,independent
ace6f889-2d53-4b93-bf70-cbfc4fe0d256,indie rock
6082f427-055a-4b27-819f-06f17fd1bda9,jazz
6082f427-055a-4b27-819f-06f17fd1bda9,jazz fusion
6082f427-055a-4b27-819f-06f17fd1bda9,jazz rock
6082f427-055a-4b27-819f-06f17fd1bda9,krautrock
666fd16d-d9f9-4eff-80ed-a064d5bbca7c,krautrock
666fd16d-d9f9-4eff-80ed-a064d5bbca7c,progressive rock
666fd16d-d9f9-4eff-80ed-a064d5bbca7c,symphonic prog
be28f50e-2d75-4fb2-95c3-371fda5c2667,ndw
be28f50e-2d75-4fb2-95c3-371fda5c2667,ostrock
be28f50e-2d75-4fb2-95c3-371fda5c2667,rock
e4d32f51-bc57-42a4-8165-b80f7a86496d,actor
e4d32f51-bc57-42a4-8165-b80f7a86496d,comedy rock
e4d32f51-bc57-42a4-8165-b80f7a86496d,ndw
e4d32f51-bc57-42a4-8165-b80f7a86496d,new wave
e4d32f51-bc57-42a4-8165-b80f7a86496d,popular music
e4d32f51-bc57-42a4-8165-b80f7a86496d,post-punk
e4d32f51-bc57-42a4-8165-b80f7a86496d,punk
e4d32f51-bc57-42a4-8165-b80f7a86496d,punk rock
e4d32f51-bc57-42a4-8165-b80f7a86496d,rock
e4d32f51-bc57-42a4-8165-b80f7a86496d,rock music
e4d32f51-bc57-42a4-8165-b80f7a86496d,rock musicians
e4d32f51-bc57-42a4-8165-b80f7a86496d,singers
e4d32f51-bc57-42a4-8165-b80f7a86496d,singing
20183e32-6bb7-4855-b46d-10e2af0d85ce,celtic rock
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,00's
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,80's
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,90's
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,akkordeon
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,europop
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,gitarre
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,komponistin
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,kontrabass
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,mundharmonika
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,ndw
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,new wave
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,pop
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,pop rap
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,pop rock
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,punk rock
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,schauspielerin
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,singstimme
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,synchronsprecherin
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,synth-pop
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,synthpop
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,sängerin
38bfaa7f-ee98-48cb-acd0-946d7aeecd76,trommel
8ebd50fe-f263-4fd6-9c24-de587585ef77,rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,1
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,1960s
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,60s
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,80s
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,a filk artist
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,abbey road
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,adult alternative pop rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,art pop
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,art rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,baroque pop
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,bbc
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,beat
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,beat music
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,blues rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,boys band
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,classic pop and rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,classic rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,classical pop
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,english
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,europe
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,europop
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,experimental
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,experimental rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,favoritos
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,film soundtrack
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,folk pop
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,folk rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,folk-rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,get back
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,hair metal
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,hard rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,heavy metal
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,indie rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,instrumental pop
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,mainstream rock
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,male vocalists
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,merseybeat
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,one beatles
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,orchestral
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,orchestral pop
